time_s,armed,flight_mode,latitude_deg,longitude_deg,absolute_altitude_m,relative_altitude_m,roll_deg,pitch_deg,yaw_deg
21.506,False,HOLD,47.397971,8.5461637,0.21700000762939453,0.04000000283122063,0.0807955265045166,-0.27886074781417847,96.81985473632812
21.707,False,HOLD,47.397971,8.5461636,0.2200000137090683,0.0430000014603138,0.07370113581418991,-0.27892449498176575,96.8183822631836
21.908,False,HOLD,47.3979711,8.5461636,0.22200001776218414,0.04400000348687172,0.07300478965044022,-0.2805008590221405,96.81817626953125
22.109,False,HOLD,47.3979711,8.5461636,0.22300000488758087,0.046000003814697266,0.07543639093637466,-0.2870258688926697,96.81932830810547
22.31,False,HOLD,47.3979711,8.5461637,0.22300000488758087,0.046000003814697266,0.0784628689289093,-0.2932141423225403,96.8215560913086
22.511,False,HOLD,47.3979711,8.5461637,0.22100001573562622,0.04400000348687172,0.08003594726324081,-0.29310378432273865,96.81803894042969
22.713,False,HOLD,47.397971,8.5461637,0.2200000137090683,0.0430000014603138,0.08364355564117432,-0.29136282205581665,96.81730651855469
22.913,False,HOLD,47.397971,8.5461637,0.21900001168251038,0.04200000315904617,0.0911213681101799,-0.2883632481098175,96.81478881835938
23.114,False,HOLD,47.397971,8.5461636,0.21900001168251038,0.04100000113248825,0.09788984060287476,-0.2858595848083496,96.81401062011719
23.315,False,HOLD,47.3979709,8.5461636,0.21900001168251038,0.04200000315904617,0.10334668308496475,-0.28231003880500793,96.81307983398438
23.517,False,HOLD,47.3979709,8.5461635,0.2200000137090683,0.0430000014603138,0.10407894849777222,-0.2789837419986725,96.8143081665039
23.718,False,HOLD,47.3979709,8.5461635,0.22200001776218414,0.04500000178813934,0.10118197649717331,-0.27721285820007324,96.81673431396484
23.919,False,HOLD,47.3979709,8.5461634,0.22500000894069672,0.04800000041723251,0.09919268637895584,-0.2752903401851654,96.81673431396484
24.12,False,HOLD,47.3979709,8.5461634,0.22800001502037048,0.05000000074505806,0.09631986171007156,-0.27633869647979736,96.81785583496094
24.321,False,HOLD,47.397971,8.5461634,0.22800001502037048,0.05100000277161598,0.09163462370634079,-0.27634698152542114,96.82014465332031
24.522,False,HOLD,47.397971,8.5461633,0.22700001299381256,0.05000000074505806,0.08755908161401749,-0.2752161920070648,96.82096862792969
24.723,False,HOLD,47.397971,8.5461633,0.22800001502037048,0.05100000277161598,0.08597435802221298,-0.27604374289512634,96.82402038574219
24.924,False,HOLD,47.397971,8.546163199999999,0.2290000170469284,0.052000001072883606,0.0819789469242096,-0.27932050824165344,96.82730102539062
25.124,False,HOLD,47.397971,8.546163199999999,0.23100000619888306,0.05400000140070915,0.07901822775602341,-0.27864310145378113,96.82950592041016
25.325,False,HOLD,47.397971,8.546163199999999,0.2330000102519989,0.0560000017285347,0.07884399592876434,-0.2811582684516907,96.82913970947266
25.526,False,HOLD,47.397971,8.5461633,0.23500001430511475,0.05700000375509262,0.07825493067502975,-0.28943556547164917,96.83184051513672
25.727,False,HOLD,47.3979709,8.5461634,0.23500001430511475,0.058000002056360245,0.07893714308738708,-0.2961692214012146,96.83599853515625
25.927,False,HOLD,47.3979709,8.5461635,0.23600001633167267,0.05900000408291817,0.08345752209424973,-0.3057735860347748,96.83889770507812
26.128,False,HOLD,47.3979709,8.5461636,0.23900000751018524,0.06200000271201134,0.08699935674667358,-0.3196272552013397,96.84156799316406
26.329,False,HOLD,47.3979709,8.5461637,0.24300001561641693,0.0650000050663948,0.08800268918275833,-0.3271457254886627,96.84384155273438
26.53,False,HOLD,47.3979709,8.5461638,0.24700000882148743,0.07000000029802322,0.08587294071912766,-0.33111950755119324,96.8460464477539
26.731,False,HOLD,47.3979709,8.5461639,0.24900001287460327,0.07200000435113907,0.0851793959736824,-0.3310052156448364,96.8478775024414
26.932,False,HOLD,47.3979709,8.546164,0.2510000169277191,0.07300000637769699,0.08648160099983215,-0.32803964614868164,96.84547424316406
27.133,False,HOLD,47.3979709,8.546164,0.25200000405311584,0.07500000298023224,0.08640942722558975,-0.32288190722465515,96.8433609008789
27.333,False,HOLD,47.3979709,8.5461641,0.2540000081062317,0.07700000703334808,0.08264569193124771,-0.3213704824447632,96.83837127685547
27.534,False,HOLD,47.3979709,8.5461641,0.25600001215934753,0.07900000363588333,0.07984884828329086,-0.3144333064556122,96.83037567138672
27.735,False,HOLD,47.3979709,8.5461641,0.2580000162124634,0.08000000566244125,0.07758576422929764,-0.3088506758213043,96.82423400878906
27.936,False,HOLD,47.3979709,8.5461641,0.25600001215934753,0.07900000363588333,0.07850814610719681,-0.3045772612094879,96.82345581054688
28.138,False,HOLD,47.3979709,8.5461641,0.2550000250339508,0.07800000160932541,0.07994873821735382,-0.30298539996147156,96.82099914550781
28.338,False,HOLD,47.3979709,8.5461641,0.2540000081062317,0.07700000703334808,0.07696539908647537,-0.30548936128616333,96.81842803955078
28.54,False,HOLD,47.3979709,8.5461641,0.25200000405311584,0.07500000298023224,0.07227195799350739,-0.3048570156097412,96.81443786621094
28.741,False,HOLD,47.3979709,8.5461641,0.2510000169277191,0.07300000637769699,0.07109279185533524,-0.29870179295539856,96.80846405029297
28.941,False,HOLD,47.397971,8.546164,0.24800001084804535,0.07000000029802322,0.06863878667354584,-0.2954219579696655,96.80317687988281
29.144,False,HOLD,47.397971,8.546164,0.24500000476837158,0.06800000369548798,0.0647980198264122,-0.2903972864151001,96.79724884033203
29.344,False,HOLD,47.397971,8.5461639,0.24400001764297485,0.06700000166893005,0.06398247182369232,-0.28294622898101807,96.79029846191406
29.545,False,HOLD,47.397971,8.5461639,0.24400001764297485,0.06700000166893005,0.06544611603021622,-0.27470386028289795,96.78185272216797
29.746,False,HOLD,47.397971,8.5461638,0.24400001764297485,0.06700000166893005,0.06709466129541397,-0.2747849225997925,96.78041076660156
29.946,False,HOLD,47.397971,8.5461639,0.24500000476837158,0.06800000369548798,0.06783239543437958,-0.2781442105770111,96.78567504882812
