time,setpoint,altitude,velocity,acceleration,thrust,error
4.76,10,11.0303,-3.06634,1.58631,17.0945,-1.03034
4.77,10,10.9998,-3.0501,1.62448,17.1517,-0.99984
4.78,10,10.9695,-3.03348,1.66199,17.208,-0.969505
4.79,10,10.9393,-3.01649,1.69884,17.2633,-0.93934
4.8,10,10.9093,-2.99914,1.73503,17.3175,-0.909349
4.81,10,10.8795,-2.98143,1.77055,17.3708,-0.879534
4.82,10,10.8499,-2.96338,1.80542,17.4231,-0.849901
4.83,10,10.8205,-2.94498,1.83962,17.4744,-0.820451
4.84,10,10.7912,-2.92625,1.87316,17.5247,-0.791188
4.85,10,10.7621,-2.90719,1.90604,17.5741,-0.762116
4.86,10,10.7332,-2.88781,1.93827,17.6224,-0.733238
4.87,10,10.7046,-2.86811,1.96983,17.6697,-0.704557
4.88,10,10.6761,-2.8481,2.00074,17.7161,-0.676076
4.89,10,10.6478,-2.82779,2.03098,17.7615,-0.647798
4.9,10,10.6197,-2.80718,2.06058,17.8059,-0.619727
4.91,10,10.5919,-2.78629,2.08952,17.8493,-0.591864
4.92,10,10.5642,-2.76511,2.1178,17.8917,-0.564213
4.93,10,10.5368,-2.74366,2.14543,17.9331,-0.536776
4.94,10,10.5096,-2.72193,2.17241,17.9736,-0.509557
4.95,10,10.4826,-2.69995,2.19874,18.0131,-0.482557
4.96,10,10.4558,-2.6777,2.22443,18.0516,-0.45578
4.97,10,10.4292,-2.65521,2.24947,18.0892,-0.429228
4.98,10,10.4029,-2.63247,2.27386,18.1258,-0.402903
4.99,10,10.3768,-2.60949,2.29761,18.1614,-0.376808
5,10,10.3509,-2.58629,2.32072,18.1961,-0.350946
5.01,10,10.3253,-2.56285,2.34319,18.2298,-0.325317
5.02,10,10.2999,-2.5392,2.36503,18.2625,-0.299925
5.03,10,10.2748,-2.51534,2.38624,18.2944,-0.274772
5.04,10,10.2499,-2.49127,2.40681,18.3252,-0.249859
5.05,10,10.2252,-2.467,2.42675,18.3551,-0.225189
5.06,10,10.2008,-2.44254,2.44607,18.3841,-0.200763
5.07,10,10.1766,-2.4179,2.46477,18.4122,-0.176584
5.08,10,10.1527,-2.39307,2.48284,18.4393,-0.152654
5.09,10,10.129,-2.36807,2.5003,18.4654,-0.128973
5.1,10,10.1055,-2.34289,2.51714,18.4907,-0.105544
5.11,10,10.0824,-2.31756,2.53337,18.5151,-0.0823686
5.12,10,10.0594,-2.29207,2.54899,18.5385,-0.0594479
5.13,10,10.0368,-2.26643,2.56401,18.561,-0.0367836
5.14,10,10.0144,-2.24065,2.57842,18.5826,-0.0143771
5.15,10,9.99223,-2.21472,2.59223,18.6034,0.00777009
5.16,10,9.97034,-2.18867,2.60545,18.6232,0.0296568
5.17,10,9.94872,-2.16249,2.61808,18.6421,0.0512817
5.18,10,9.92736,-2.13619,2.63012,18.6602,0.0726435
5.19,10,9.90626,-2.10977,2.64157,18.6774,0.0937412
5.2,10,9.88543,-2.08325,2.65244,18.6937,0.114574
5.21,10,9.86486,-2.05662,2.66274,18.7091,0.13514
5.22,10,9.84456,-2.02989,2.67246,18.7237,0.155439
5.23,10,9.82453,-2.00308,2.68161,18.7374,0.17547
5.24,10,9.80477,-1.97618,2.69019,18.7503,0.195231
5.25,10,9.78528,-1.94919,2.69821,18.7623,0.214723
5.26,10,9.76606,-1.92214,2.70568,18.7735,0.233945
5.27,10,9.74711,-1.89501,2.71259,18.7839,0.252895
5.28,10,9.72843,-1.86782,2.71895,18.7934,0.271573
5.29,10,9.71002,-1.84058,2.72476,18.8021,0.289979
5.3,10,9.69189,-1.81327,2.73004,18.8101,0.308112
5.31,10,9.67403,-1.78593,2.73478,18.8172,0.325971
5.32,10,9.65644,-1.75854,2.73898,18.8235,0.343556
5.33,10,9.63913,-1.73111,2.74266,18.829,0.360867
5.34,10,9.6221,-1.70365,2.74581,18.8337,0.377904
5.35,10,9.60533,-1.67617,2.74845,18.8377,0.394666
5.36,10,9.58885,-1.64866,2.75057,18.8409,0.411152
5.37,10,9.57264,-1.62114,2.75218,18.8433,0.427364
5.38,10,9.5567,-1.59361,2.75328,18.8449,0.4433
5.39,10,9.54104,-1.56607,2.75389,18.8458,0.45896
5.4,10,9.52565,-1.53853,2.754,18.846,0.474346
5.41,10,9.51054,-1.51099,2.75362,18.8454,0.489456
5.42,10,9.49571,-1.48346,2.75275,18.8441,0.50429
5.43,10,9.48115,-1.45595,2.75141,18.8421,0.51885
5.44,10,9.46687,-1.42846,2.74959,18.8394,0.533134
5.45,10,9.45286,-1.40098,2.74729,18.8359,0.547144
5.46,10,9.43912,-1.37354,2.74453,18.8318,0.560879
5.47,10,9.42566,-1.34612,2.74131,18.827,0.574341
5.48,10,9.41247,-1.31875,2.73764,18.8215,0.587528
5.49,10,9.39956,-1.29141,2.73351,18.8153,0.600442
5.5,10,9.38692,-1.26412,2.72894,18.8084,0.613083
5.51,10,9.37455,-1.23688,2.72393,18.8009,0.625452
5.52,10,9.36245,-1.2097,2.71848,18.7927,0.637549
5.53,10,9.35062,-1.18257,2.7126,18.7839,0.649375
5.54,10,9.33907,-1.15551,2.7063,18.7744,0.66093
5.55,10,9.32778,-1.12851,2.69958,18.7644,0.672215
5.56,10,9.31677,-1.10159,2.69244,18.7537,0.683231
5.57,10,9.30602,-1.07474,2.6849,18.7423,0.693979
5.58,10,9.29554,-1.04797,2.67695,18.7304,0.704458
5.59,10,9.28533,-1.02129,2.6686,18.7179,0.714671
5.6,10,9.27538,-0.994687,2.65986,18.7048,0.724618
5.61,10,9.2657,-0.968179,2.65074,18.6911,0.7343
5.62,10,9.25628,-0.941767,2.64123,18.6768,0.743717
5.63,10,9.24713,-0.915453,2.63134,18.662,0.752872
5.64,10,9.23824,-0.889243,2.62109,18.6466,0.761764
5.65,10,9.2296,-0.863138,2.61047,18.6307,0.770396
5.66,10,9.22123,-0.837143,2.59949,18.6142,0.778767
5.67,10,9.21312,-0.811261,2.58815,18.5972,0.78688
5.68,10,9.20527,-0.785497,2.57647,18.5797,0.794735
5.69,10,9.19767,-0.759852,2.56444,18.5617,0.802333
5.7,10,9.19032,-0.734332,2.55207,18.5431,0.809677
5.71,10,9.18323,-0.708938,2.53937,18.5241,0.816766
5.72,10,9.1764,-0.683675,2.52634,18.5045,0.823603
5.73,10,9.16981,-0.658545,2.513,18.4845,0.830188
5.74,10,9.16348,-0.633551,2.49933,18.464,0.836524
5.75,10,9.15739,-0.608698,2.48536,18.443,0.842611
5.76,10,9.15155,-0.583987,2.47108,18.4216,0.848451
5.77,10,9.14596,-0.559422,2.4565,18.3997,0.854045
5.78,10,9.14061,-0.535006,2.44162,18.3774,0.859395
5.79,10,9.1355,-0.510741,2.42646,18.3547,0.864502
5.8,10,9.13063,-0.486631,2.41102,18.3315,0.869369
5.81,10,9.126,-0.462678,2.3953,18.3079,0.873995
5.82,10,9.12162,-0.438885,2.3793,18.284,0.878384
5.83,10,9.11746,-0.415255,2.36304,18.2596,0.882537
5.84,10,9.11355,-0.391789,2.34652,18.2348,0.886455
5.85,10,9.10986,-0.368492,2.32974,18.2096,0.89014
5.86,10,9.10641,-0.345365,2.31272,18.1841,0.893593
5.87,10,9.10318,-0.32241,2.29545,18.1582,0.896817
5.88,10,9.10019,-0.299631,2.27794,18.1319,0.899814
5.89,10,9.09742,-0.277029,2.26019,18.1053,0.902584
5.9,10,9.09487,-0.254607,2.24222,18.0783,0.90513
5.91,10,9.09255,-0.232367,2.22403,18.051,0.907454
5.92,10,9.09044,-0.21031,2.20562,18.0234,0.909557
5.93,10,9.08856,-0.188441,2.18699,17.9955,0.911441
5.94,10,9.08689,-0.166759,2.16816,17.9672,0.913109
5.95,10,9.08544,-0.145268,2.14913,17.9387,0.914561
5.96,10,9.0842,-0.123968,2.12991,17.9099,0.915801
5.97,10,9.08317,-0.102864,2.11049,17.8807,0.91683
5.98,10,9.08235,-0.0819547,2.09089,17.8513,0.917649
5.99,10,9.08174,-0.0612436,2.07111,17.8217,0.918262
6,10,9.08133,-0.0407321,2.05115,17.7917,0.918669
6.01,10,9.08113,-0.0204218,2.03103,17.7615,0.918873
6.02,10,9.08112,-0.000314377,2.01074,17.7311,0.918876
6.03,10,9.08132,0.0195886,1.99029,17.7004,0.918681
6.04,10,9.08171,0.0392855,1.96969,17.6695,0.918288
6.05,10,9.0823,0.0587749,1.94894,17.6384,0.9177
6.06,10,9.08308,0.0780554,1.92805,17.6071,0.916919
6.07,10,9.08405,0.0971256,1.90702,17.5755,0.915948
6.08,10,9.08521,0.115984,1.88586,17.5438,0.914788
6.09,10,9.08656,0.13463,1.86457,17.5119,0.913442
6.1,10,9.08809,0.153061,1.84315,17.4797,0.911911
6.11,10,9.0898,0.171278,1.82162,17.4474,0.910199
6.12,10,9.09169,0.189277,1.79998,17.415,0.908306
6.13,10,9.09376,0.20706,1.77823,17.3823,0.906235
6.14,10,9.09601,0.224623,1.75637,17.3496,0.903989
6.15,10,9.09843,0.241968,1.73442,17.3166,0.901569
6.16,10,9.10102,0.259091,1.71237,17.2836,0.898978
6.17,10,9.10378,0.275994,1.69024,17.2504,0.896218
6.18,10,9.10671,0.292674,1.66802,17.217,0.893292
6.19,10,9.1098,0.309131,1.64572,17.1836,0.8902
6.2,10,9.11305,0.325365,1.62335,17.15,0.886947
6.21,10,9.11647,0.341374,1.60091,17.1164,0.883533
6.22,10,9.12004,0.357158,1.57841,17.0826,0.879961
6.23,10,9.12377,0.372716,1.55584,17.0488,0.876234
6.24,10,9.12765,0.388049,1.53323,17.0148,0.872354
6.25,10,9.13168,0.403154,1.51056,16.9808,0.868322
6.26,10,9.13586,0.418033,1.48784,16.9468,0.864142
6.27,10,9.14018,0.432683,1.46508,16.9126,0.859815
6.28,10,9.14466,0.447106,1.44229,16.8784,0.855344
6.29,10,9.14927,0.461301,1.41946,16.8442,0.850731
6.3,10,9.15402,0.475267,1.3966,16.8099,0.845978
6.31,10,9.15891,0.489004,1.37372,16.7756,0.841088
6.32,10,9.16394,0.502512,1.35082,16.7412,0.836063
6.33,10,9.16909,0.515791,1.3279,16.7069,0.830905
6.34,10,9.17438,0.528841,1.30498,16.6725,0.825617
6.35,10,9.1798,0.541661,1.28204,16.6381,0.8202
6.36,10,9.18534,0.554252,1.25911,16.6037,0.814658
6.37,10,9.19101,0.566614,1.23617,16.5693,0.808992
6.38,10,9.1968,0.578747,1.21324,16.5349,0.803204
6.39,10,9.2027,0.59065,1.19032,16.5005,0.797298
6.4,10,9.20873,0.602324,1.16741,16.4661,0.791274
6.41,10,9.21486,0.613769,1.14452,16.4318,0.785137
6.42,10,9.22111,0.624986,1.12165,16.3975,0.778887
6.43,10,9.22747,0.635974,1.09881,16.3632,0.772527
6.44,10,9.23394,0.646734,1.07599,16.329,0.76606
6.45,10,9.24051,0.657266,1.05321,16.2948,0.759487
6.46,10,9.24719,0.66757,1.03046,16.2607,0.752811
6.47,10,9.25397,0.677648,1.00776,16.2266,0.746035
6.48,10,9.26084,0.687499,0.985096,16.1926,0.73916
6.49,10,9.26781,0.697124,0.962482,16.1587,0.732189
6.5,10,9.27488,0.706523,0.939919,16.1249,0.725123
6.51,10,9.28203,0.715697,0.91741,16.0911,0.717967
6.52,10,9.28928,0.724647,0.894959,16.0574,0.71072
6.53,10,9.29661,0.733372,0.872569,16.0239,0.703386
6.54,10,9.30403,0.741875,0.850244,15.9904,0.695968
6.55,10,9.31153,0.750155,0.827988,15.957,0.688466
6.56,10,9.31912,0.758213,0.805803,15.9237,0.680884
6.57,10,9.32678,0.766049,0.783692,15.8905,0.673223
6.58,10,9.33451,0.773666,0.76166,15.8575,0.665487
6.59,10,9.34232,0.781063,0.739709,15.8246,0.657676
6.6,10,9.35021,0.788242,0.717842,15.7918,0.649794
6.61,10,9.35816,0.795202,0.696062,15.7591,0.641842
6.62,10,9.36618,0.801946,0.674372,15.7266,0.633822
6.63,10,9.37426,0.808474,0.652776,15.6942,0.625737
6.64,10,9.38241,0.814786,0.631276,15.6619,0.61759
6.65,10,9.39062,0.820885,0.609876,15.6298,0.609381
6.66,10,9.39889,0.826771,0.588577,15.5979,0.601113
6.67,10,9.40721,0.832445,0.567383,15.5661,0.592789
6.68,10,9.41559,0.837908,0.546297,15.5344,0.58441
6.69,10,9.42402,0.843161,0.525321,15.503,0.575978
6.7,10,9.4325,0.848206,0.504458,15.4717,0.567496
6.71,10,9.44103,0.853043,0.48371,15.4406,0.558965
6.72,10,9.44961,0.857673,0.46308,15.4096,0.550389
6.73,10,9.45823,0.862099,0.442572,15.3789,0.541768
6.74,10,9.4669,0.866321,0.422186,15.3483,0.533105
6.75,10,9.4756,0.87034,0.401926,15.3179,0.524401
6.76,10,9.48434,0.874158,0.381793,15.2877,0.51566
6.77,10,9.49312,0.877776,0.361791,15.2577,0.506882
6.78,10,9.50193,0.881195,0.341922,15.2279,0.49807
6.79,10,9.51077,0.884417,0.322187,15.1983,0.489226
6.8,10,9.51965,0.887443,0.302589,15.1689,0.480351
6.81,10,9.52855,0.890274,0.283131,15.1397,0.471448
6.82,10,9.53748,0.892913,0.263814,15.1107,0.462519
6.83,10,9.54643,0.895359,0.24464,15.082,0.453566
6.84,10,9.55541,0.897615,0.225611,15.0534,0.44459
6.85,10,9.56441,0.899682,0.20673,15.0251,0.435593
6.86,10,9.57342,0.901562,0.187998,14.997,0.426577
6.87,10,9.58246,0.903257,0.169417,14.9691,0.417545
6.88,10,9.5915,0.904766,0.150989,14.9415,0.408497
6.89,10,9.60056,0.906094,0.132716,14.9141,0.399436
6.9,10,9.60964,0.90724,0.114599,14.8869,0.390364
6.91,10,9.61872,0.908206,0.0966404,14.86,0.381282
6.92,10,9.62781,0.908994,0.0788417,14.8333,0.372192
6.93,10,9.6369,0.909606,0.0612045,14.8068,0.363096
6.94,10,9.646,0.910044,0.0437303,14.7806,0.353995
6.95,10,9.65511,0.910308,0.0264206,14.7546,0.344892
6.96,10,9.66421,0.910401,0.00927699,14.7289,0.335788
6.97,10,9.67332,0.910324,-0.0076992,14.7035,0.326685
6.98,10,9.68242,0.910079,-0.0245065,14.6782,0.317584
6.99,10,9.69151,0.909667,-0.0411437,14.6533,0.308487
7,10,9.7006,0.909091,-0.0576094,14.6286,0.299396
7.01,10,9.70969,0.908352,-0.0739023,14.6041,0.290313
7.02,10,9.71876,0.907452,-0.0900213,14.58,0.281238
7.03,10,9.72783,0.906392,-0.105965,14.5561,0.272174
7.04,10,9.73688,0.905175,-0.121733,14.5324,0.263123
7.05,10,9.74592,0.903802,-0.137323,14.509,0.254085
7.06,10,9.75494,0.902274,-0.152735,14.4859,0.245062
7.07,10,9.76394,0.900595,-0.167967,14.463,0.236056
7.08,10,9.77293,0.898764,-0.183019,14.4405,0.227068
7.09,10,9.7819,0.896786,-0.19789,14.4182,0.2181
7.1,10,9.79085,0.89466,-0.212579,14.3961,0.209154
7.11,10,9.79977,0.892389,-0.227084,14.3744,0.20023
7.12,10,9.80867,0.889975,-0.241406,14.3529,0.19133
7.13,10,9.81754,0.887419,-0.255543,14.3317,0.182456
7.14,10,9.82639,0.884724,-0.269495,14.3108,0.173609
7.15,10,9.83521,0.881892,-0.283262,14.2901,0.16479
7.16,10,9.844,0.878923,-0.296841,14.2697,0.156001
7.17,10,9.85276,0.875821,-0.310233,14.2496,0.147242
7.18,10,9.86148,0.872587,-0.323438,14.2298,0.138517
7.19,10,9.87018,0.869222,-0.336455,14.2103,0.129824
7.2,10,9.87883,0.865729,-0.349282,14.1911,0.121167
7.21,10,9.88745,0.86211,-0.361921,14.1721,0.112546
7.22,10,9.89604,0.858366,-0.37437,14.1534,0.103962
7.23,10,9.90458,0.8545,-0.386629,14.1351,0.0954173
7.24,10,9.91309,0.850513,-0.398698,14.117,0.0869121
7.25,10,9.92155,0.846407,-0.410576,14.0991,0.0784481
7.26,10,9.92997,0.842185,-0.422263,14.0816,0.0700262
7.27,10,9.93835,0.837847,-0.43376,14.0644,0.0616477
7.28,10,9.94669,0.833397,-0.445065,14.0474,0.0533138
7.29,10,9.95497,0.828835,-0.456179,14.0307,0.0450254
7.3,10,9.96322,0.824164,-0.467101,14.0143,0.0367838
7.31,10,9.97141,0.819385,-0.477832,13.9983,0.0285899
7.32,10,9.97956,0.814502,-0.488372,13.9824,0.0204449
7.33,10,9.98765,0.809515,-0.498719,13.9669,0.0123498
7.34,10,9.99569,0.804426,-0.508876,13.9517,0.00430552
7.35,10,10.0037,0.799237,-0.51884,13.9367,-0.00368685
7.36,10,10.0116,0.793951,-0.528614,13.9221,-0.0116264
7.37,10,10.0195,0.788569,-0.538196,13.9077,-0.0195121
7.38,10,10.0273,0.783093,-0.547587,13.8936,-0.027343
7.39,10,10.0351,0.777526,-0.556787,13.8798,-0.0351182
7.4,10,10.0428,0.771868,-0.565797,13.8663,-0.0428369
7.41,10,10.0505,0.766121,-0.574616,13.8531,-0.0504981
7.42,10,10.0581,0.760289,-0.583245,13.8401,-0.058101
7.43,10,10.0656,0.754372,-0.591684,13.8275,-0.0656447
7.44,10,10.0731,0.748373,-0.599934,13.8151,-0.0731285
7.45,10,10.0806,0.742293,-0.607995,13.803,-0.0805514
7.46,10,10.0879,0.736134,-0.615867,13.7912,-0.0879127
7.47,10,10.0952,0.729899,-0.623551,13.7797,-0.0952117
7.48,10,10.1024,0.723588,-0.631047,13.7684,-0.102448
7.49,10,10.1096,0.717205,-0.638356,13.7575,-0.10962
7.5,10,10.1167,0.71075,-0.645478,13.7468,-0.116727
7.51,10,10.1238,0.704226,-0.652414,13.7364,-0.123769
7.52,10,10.1307,0.697634,-0.659165,13.7263,-0.130746
7.53,10,10.1377,0.690977,-0.665731,13.7164,-0.137656
7.54,10,10.1445,0.684256,-0.672112,13.7068,-0.144498
7.55,10,10.1513,0.677473,-0.67831,13.6975,-0.151273
7.56,10,10.158,0.670629,-0.684325,13.6885,-0.157979
7.57,10,10.1646,0.663728,-0.690157,13.6798,-0.164616
7.58,10,10.1712,0.65677,-0.695808,13.6713,-0.171184
7.59,10,10.1777,0.649757,-0.701279,13.6631,-0.177682
7.6,10,10.1841,0.642691,-0.706569,13.6551,-0.184109
7.61,10,10.1905,0.635574,-0.711681,13.6475,-0.190464
7.62,10,10.1967,0.628408,-0.716614,13.6401,-0.196748
7.63,10,10.203,0.621194,-0.72137,13.6329,-0.20296
7.64,10,10.2091,0.613935,-0.725949,13.6261,-0.2091
7.65,10,10.2152,0.606631,-0.730353,13.6195,-0.215166
7.66,10,10.2212,0.599286,-0.734582,13.6131,-0.221159
7.67,10,10.2271,0.591899,-0.738637,13.607,-0.227078
7.68,10,10.2329,0.584474,-0.74252,13.6012,-0.232923
7.69,10,10.2387,0.577012,-0.746231,13.5957,-0.238693
7.7,10,10.2444,0.569514,-0.749771,13.5903,-0.244388
7.71,10,10.25,0.561983,-0.753142,13.5853,-0.250008
7.72,10,10.2556,0.554419,-0.756344,13.5805,-0.255552
7.73,10,10.261,0.546825,-0.759378,13.5759,-0.26102
7.74,10,10.2664,0.539203,-0.762246,13.5716,-0.266412
7.75,10,10.2717,0.531553,-0.764949,13.5676,-0.271728
7.76,10,10.277,0.523879,-0.767487,13.5638,-0.276966
7.77,10,10.2821,0.51618,-0.769863,13.5602,-0.282128
7.78,10,10.2872,0.508459,-0.772077,13.5569,-0.287213
7.79,10,10.2922,0.500718,-0.77413,13.5538,-0.29222
7.8,10,10.2971,0.492958,-0.776024,13.551,-0.29715
7.81,10,10.302,0.48518,-0.777759,13.5484,-0.302001
7.82,10,10.3068,0.477387,-0.779338,13.546,-0.306775
7.83,10,10.3115,0.469579,-0.78076,13.5439,-0.311471
7.84,10,10.3161,0.461759,-0.782029,13.542,-0.316089
7.85,10,10.3206,0.453927,-0.783144,13.5403,-0.320628
7.86,10,10.3251,0.446086,-0.784107,13.5388,-0.325089
7.87,10,10.3295,0.438237,-0.78492,13.5376,-0.329471
7.88,10,10.3338,0.430381,-0.785584,13.5366,-0.333775
7.89,10,10.338,0.42252,-0.786099,13.5359,-0.338
7.9,10,10.3421,0.414656,-0.786469,13.5353,-0.342147
7.91,10,10.3462,0.406789,-0.786693,13.535,-0.346215
7.92,10,10.3502,0.398921,-0.786773,13.5348,-0.350204
7.93,10,10.3541,0.391054,-0.786711,13.5349,-0.354114
7.94,10,10.3579,0.383189,-0.786508,13.5352,-0.357946
7.95,10,10.3617,0.375327,-0.786165,13.5358,-0.3617
7.96,10,10.3654,0.36747,-0.785685,13.5365,-0.365374
7.97,10,10.369,0.35962,-0.785067,13.5374,-0.36897
7.98,10,10.3725,0.351776,-0.784315,13.5385,-0.372488
7.99,10,10.3759,0.343942,-0.783429,13.5399,-0.375928
8,10,10.3793,0.336118,-0.78241,13.5414,-0.379289
8.01,10,10.3826,0.328305,-0.781261,13.5431,-0.382572
8.02,10,10.3858,0.320506,-0.779982,13.545,-0.385777
8.03,10,10.3889,0.31272,-0.778575,13.5471,-0.388904
8.04,10,10.392,0.304949,-0.777042,13.5494,-0.391954
8.05,10,10.3949,0.297196,-0.775385,13.5519,-0.394926
8.06,10,10.3978,0.28946,-0.773604,13.5546,-0.39782
8.07,10,10.4006,0.281743,-0.771701,13.5574,-0.400638
8.08,10,10.4034,0.274046,-0.769678,13.5605,-0.403378
8.09,10,10.406,0.26637,-0.767536,13.5637,-0.406042
8.1,10,10.4086,0.258718,-0.765277,13.5671,-0.408629
8.11,10,10.4111,0.251089,-0.762903,13.5706,-0.41114
8.12,10,10.4136,0.243484,-0.760414,13.5744,-0.413575
8.13,10,10.4159,0.235906,-0.757813,13.5783,-0.415934
8.14,10,10.4182,0.228355,-0.755101,13.5823,-0.418217
8.15,10,10.4204,0.220832,-0.75228,13.5866,-0.420426
8.16,10,10.4226,0.213339,-0.749351,13.591,-0.422559
8.17,10,10.4246,0.205876,-0.746316,13.5955,-0.424618
8.18,10,10.4266,0.198444,-0.743176,13.6002,-0.426602
8.19,10,10.4285,0.191045,-0.739933,13.6051,-0.428513
8.2,10,10.4303,0.183679,-0.736589,13.6101,-0.430349
8.21,10,10.4321,0.176347,-0.733145,13.6153,-0.432113
8.22,10,10.4338,0.169051,-0.729603,13.6206,-0.433803
8.23,10,10.4354,0.161792,-0.725964,13.6261,-0.435421
8.24,10,10.437,0.154569,-0.72223,13.6317,-0.436967
8.25,10,10.4384,0.147385,-0.718402,13.6374,-0.438441
8.26,10,10.4398,0.140241,-0.714483,13.6433,-0.439843
8.27,10,10.4412,0.133136,-0.710473,13.6493,-0.441175
8.28,10,10.4424,0.126072,-0.706375,13.6554,-0.442435
8.29,10,10.4436,0.11905,-0.70219,13.6617,-0.443626
8.3,10,10.4447,0.112071,-0.697919,13.6681,-0.444747
8.31,10,10.4458,0.105135,-0.693564,13.6747,-0.445798
8.32,10,10.4468,0.0982441,-0.689127,13.6813,-0.44678
8.33,10,10.4477,0.091398,-0.68461,13.6881,-0.447694
8.34,10,10.4485,0.0845979,-0.680013,13.695,-0.44854
8.35,10,10.4493,0.0778445,-0.675339,13.702,-0.449319
8.36,10,10.45,0.0711386,-0.670589,13.7091,-0.45003
8.37,10,10.4507,0.0644809,-0.665765,13.7164,-0.450675
8.38,10,10.4513,0.0578722,-0.660868,13.7237,-0.451254
8.39,10,10.4518,0.0513132,-0.6559,13.7311,-0.451767
8.4,10,10.4522,0.0448046,-0.650863,13.7387,-0.452215
8.41,10,10.4526,0.038347,-0.645757,13.7464,-0.452598
8.42,10,10.4529,0.0319412,-0.640586,13.7541,-0.452918
8.43,10,10.4532,0.0255877,-0.635349,13.762,-0.453174
8.44,10,10.4534,0.0192872,-0.630049,13.7699,-0.453366
8.45,10,10.4535,0.0130403,-0.624688,13.778,-0.453497
8.46,10,10.4536,0.00684764,-0.619267,13.7861,-0.453565
8.47,10,10.4536,0.000709776,-0.613787,13.7943,-0.453572
8.48,10,10.4535,-0.00537272,-0.60825,13.8026,-0.453519
8.49,10,10.4534,-0.0113993,-0.602657,13.811,-0.453405
8.5,10,10.4532,-0.0173694,-0.597011,13.8195,-0.453231
8.51,10,10.453,-0.0232825,-0.591312,13.828,-0.452998
8.52,10,10.4527,-0.0291382,-0.585563,13.8367,-0.452707
8.53,10,10.4524,-0.0349358,-0.579764,13.8454,-0.452357
8.54,10,10.452,-0.040675,-0.573918,13.8541,-0.451951
8.55,10,10.4515,-0.0463552,-0.568025,13.863,-0.451487
8.56,10,10.451,-0.0519761,-0.562088,13.8719,-0.450967
8.57,10,10.4504,-0.0575372,-0.556107,13.8808,-0.450392
8.58,10,10.4498,-0.063038,-0.550085,13.8899,-0.449762
8.59,10,10.4491,-0.0684782,-0.544022,13.899,-0.449077
8.6,10,10.4483,-0.0738574,-0.53792,13.9081,-0.448338
8.61,10,10.4475,-0.0791753,-0.531781,13.9173,-0.447547
8.62,10,10.4467,-0.0844313,-0.525607,13.9266,-0.446702
8.63,10,10.4458,-0.0896253,-0.519398,13.9359,-0.445806
8.64,10,10.4449,-0.0947569,-0.513156,13.9453,-0.444858
8.65,10,10.4439,-0.0998257,-0.506882,13.9547,-0.44386
8.66,10,10.4428,-0.104831,-0.500578,13.9641,-0.442812
8.67,10,10.4417,-0.109774,-0.494246,13.9736,-0.441714
8.68,10,10.4406,-0.114653,-0.487886,13.9832,-0.440568
8.69,10,10.4394,-0.119468,-0.481501,13.9927,-0.439373
8.7,10,10.4381,-0.124219,-0.475091,14.0024,-0.438131
8.71,10,10.4368,-0.128905,-0.468658,14.012,-0.436842
8.72,10,10.4355,-0.133527,-0.462204,14.0217,-0.435506
8.73,10,10.4341,-0.138085,-0.455729,14.0314,-0.434126
8.74,10,10.4327,-0.142577,-0.449235,14.0411,-0.4327
8.75,10,10.4312,-0.147004,-0.442723,14.0509,-0.43123
8.76,10,10.4297,-0.151366,-0.436195,14.0607,-0.429716
8.77,10,10.4282,-0.155663,-0.429652,14.0705,-0.428159
8.78,10,10.4266,-0.159894,-0.423096,14.0804,-0.42656
8.79,10,10.4249,-0.164059,-0.416527,14.0902,-0.42492
8.8,10,10.4232,-0.168158,-0.409947,14.1001,-0.423238
8.81,10,10.4215,-0.172192,-0.403358,14.11,-0.421516
8.82,10,10.4198,-0.17616,-0.39676,14.1199,-0.419755
8.83,10,10.418,-0.180061,-0.390154,14.1298,-0.417954
8.84,10,10.4161,-0.183897,-0.383543,14.1397,-0.416115
8.85,10,10.4142,-0.187666,-0.376927,14.1496,-0.414239
8.86,10,10.4123,-0.191369,-0.370308,14.1595,-0.412325
8.87,10,10.4104,-0.195006,-0.363686,14.1695,-0.410375
8.88,10,10.4084,-0.198576,-0.357063,14.1794,-0.408389
8.89,10,10.4064,-0.202081,-0.35044,14.1893,-0.406368
8.9,10,10.4043,-0.205519,-0.343819,14.1993,-0.404313
8.91,10,10.4022,-0.208891,-0.3372,14.2092,-0.402224
8.92,10,10.4001,-0.212197,-0.330585,14.2191,-0.400102
8.93,10,10.3979,-0.215437,-0.323974,14.229,-0.397948
8.94,10,10.3958,-0.21861,-0.31737,14.2389,-0.395762
8.95,10,10.3935,-0.221718,-0.310772,14.2488,-0.393545
8.96,10,10.3913,-0.22476,-0.304182,14.2587,-0.391297
8.97,10,10.389,-0.227736,-0.297602,14.2686,-0.38902
8.98,10,10.3867,-0.230646,-0.291032,14.2785,-0.386713
8.99,10,10.3844,-0.233491,-0.284474,14.2883,-0.384378
9,10,10.382,-0.23627,-0.277928,14.2981,-0.382016
9.01,10,10.3796,-0.238984,-0.271395,14.3079,-0.379626
9.02,10,10.3772,-0.241633,-0.264878,14.3177,-0.377209
9.03,10,10.3748,-0.244217,-0.258375,14.3274,-0.374767
9.04,10,10.3723,-0.246736,-0.251889,14.3372,-0.3723
9.05,10,10.3698,-0.24919,-0.245421,14.3469,-0.369808
9.06,10,10.3673,-0.251579,-0.238972,14.3565,-0.367292
