time,setpoint,altitude,velocity,acceleration,thrust,error
13.16,10,10.0669,0.0133791,-0.062214,14.6217,-0.0669187
13.17,10,10.067,0.012759,-0.0620027,14.622,-0.0670463
13.18,10,10.0672,0.0121412,-0.061782,14.6223,-0.0671677
13.19,10,10.0673,0.0115257,-0.0615521,14.6227,-0.067283
13.2,10,10.0674,0.0109126,-0.0613131,14.623,-0.0673921
13.21,10,10.0675,0.0103019,-0.0610652,14.6234,-0.0674951
13.22,10,10.0676,0.00969383,-0.0608084,14.6238,-0.0675921
13.23,10,10.0677,0.0090884,-0.060543,14.6242,-0.067683
13.24,10,10.0678,0.00848572,-0.060269,14.6246,-0.0677678
13.25,10,10.0678,0.00788585,-0.0599865,14.625,-0.0678467
13.26,10,10.0679,0.00728889,-0.0596958,14.6255,-0.0679196
13.27,10,10.068,0.00669492,-0.0593969,14.6259,-0.0679865
13.28,10,10.068,0.00610402,-0.05909,14.6264,-0.0680475
13.29,10,10.0681,0.00551627,-0.0587752,14.6268,-0.0681027
13.3,10,10.0682,0.00493175,-0.0584526,14.6273,-0.068152
13.31,10,10.0682,0.00435052,-0.0581224,14.6278,-0.0681955
13.32,10,10.0682,0.00377267,-0.0577847,14.6283,-0.0682333
13.33,10,10.0683,0.00319828,-0.0574397,14.6288,-0.0682652
13.34,10,10.0683,0.0026274,-0.0570875,14.6294,-0.0682915
13.35,10,10.0683,0.00206012,-0.0567281,14.6299,-0.0683121
13.36,10,10.0683,0.0014965,-0.0563618,14.6305,-0.0683271
13.37,10,10.0683,0.000936616,-0.0559887,14.631,-0.0683364
13.38,10,10.0683,0.000380527,-0.0556089,14.6316,-0.0683403
13.39,10,10.0683,-0.000171699,-0.0552226,14.6322,-0.0683385
13.4,10,10.0683,-0.000719998,-0.0548299,14.6328,-0.0683313
13.41,10,10.0683,-0.00126431,-0.0544308,14.6334,-0.0683187
13.42,10,10.0683,-0.00180456,-0.0540256,14.634,-0.0683006
13.43,10,10.0683,-0.00234071,-0.0536144,14.6346,-0.0682772
13.44,10,10.0682,-0.00287268,-0.0531974,14.6352,-0.0682485
13.45,10,10.0682,-0.00340043,-0.0527745,14.6358,-0.0682145
13.46,10,10.0682,-0.00392389,-0.0523461,14.6365,-0.0681753
13.47,10,10.0681,-0.00444301,-0.0519122,14.6371,-0.0681308
13.48,10,10.0681,-0.00495774,-0.0514729,14.6378,-0.0680813
13.49,10,10.068,-0.00546802,-0.0510284,14.6385,-0.0680266
13.5,10,10.068,-0.00597381,-0.0505788,14.6391,-0.0679668
13.51,10,10.0679,-0.00647505,-0.0501242,14.6398,-0.0679021
13.52,10,10.0678,-0.0069717,-0.0496648,14.6405,-0.0678324
13.53,10,10.0678,-0.00746371,-0.0492008,14.6412,-0.0677577
13.54,10,10.0677,-0.00795103,-0.0487321,14.6419,-0.0676782
13.55,10,10.0676,-0.00843362,-0.048259,14.6426,-0.0675939
13.56,10,10.0675,-0.00891143,-0.0477816,14.6433,-0.0675048
13.57,10,10.0674,-0.00938443,-0.0473,14.644,-0.0674109
13.58,10,10.0673,-0.00985258,-0.0468144,14.6448,-0.0673124
13.59,10,10.0672,-0.0103158,-0.0463248,14.6455,-0.0672092
13.6,10,10.0671,-0.0107741,-0.0458314,14.6463,-0.0671015
13.61,10,10.067,-0.0112275,-0.0453344,14.647,-0.0669892
13.62,10,10.0669,-0.0116758,-0.0448338,14.6477,-0.0668725
13.63,10,10.0668,-0.0121191,-0.0443297,14.6485,-0.0667513
13.64,10,10.0666,-0.0125573,-0.0438224,14.6493,-0.0666257
13.65,10,10.0665,-0.0129905,-0.0433119,14.65,-0.0664958
13.66,10,10.0664,-0.0134184,-0.0427983,14.6508,-0.0663616
13.67,10,10.0662,-0.0138413,-0.0422818,14.6516,-0.0662232
13.68,10,10.0661,-0.0142589,-0.0417625,14.6524,-0.0660806
13.69,10,10.0659,-0.0146713,-0.0412405,14.6531,-0.0659339
13.7,10,10.0658,-0.0150785,-0.0407159,14.6539,-0.0657831
13.71,10,10.0656,-0.0154803,-0.0401889,14.6547,-0.0656283
13.72,10,10.0655,-0.0158769,-0.0396595,14.6555,-0.0654695
13.73,10,10.0653,-0.0162682,-0.039128,14.6563,-0.0653069
13.74,10,10.0651,-0.0166542,-0.0385943,14.6571,-0.0651403
13.75,10,10.065,-0.0170347,-0.0380586,14.6579,-0.06497
13.76,10,10.0648,-0.01741,-0.0375211,14.6587,-0.0647959
13.77,10,10.0646,-0.0177798,-0.0369818,14.6595,-0.0646181
13.78,10,10.0644,-0.0181442,-0.0364409,14.6603,-0.0644366
13.79,10,10.0643,-0.0185032,-0.0358985,14.6612,-0.0642516
13.8,10,10.0641,-0.0188567,-0.0353547,14.662,-0.064063
13.81,10,10.0639,-0.0192048,-0.0348095,14.6628,-0.063871
13.82,10,10.0637,-0.0195474,-0.0342632,14.6636,-0.0636755
13.83,10,10.0635,-0.0198846,-0.0337158,14.6644,-0.0634767
13.84,10,10.0633,-0.0202163,-0.0331674,14.6652,-0.0632745
13.85,10,10.0631,-0.0205425,-0.0326182,14.6661,-0.0630691
13.86,10,10.0629,-0.0208631,-0.0320682,14.6669,-0.0628605
13.87,10,10.0626,-0.0211783,-0.0315176,14.6677,-0.0626487
13.88,10,10.0624,-0.021488,-0.0309664,14.6686,-0.0624338
13.89,10,10.0622,-0.0217921,-0.0304148,14.6694,-0.0622159
13.9,10,10.062,-0.0220908,-0.0298628,14.6702,-0.061995
13.91,10,10.0618,-0.0223839,-0.0293106,14.671,-0.0617711
13.92,10,10.0615,-0.0226714,-0.0287583,14.6719,-0.0615444
13.93,10,10.0613,-0.0229535,-0.0282059,14.6727,-0.0613149
13.94,10,10.0611,-0.02323,-0.0276537,14.6735,-0.0610826
13.95,10,10.0608,-0.0235011,-0.0271015,14.6743,-0.0608476
13.96,10,10.0606,-0.0237666,-0.0265497,14.6752,-0.0606099
13.97,10,10.0604,-0.0240265,-0.0259982,14.676,-0.0603696
13.98,10,10.0601,-0.024281,-0.0254472,14.6768,-0.0601268
13.99,10,10.0599,-0.02453,-0.0248967,14.6777,-0.0598815
14,10,10.0596,-0.0247734,-0.0243469,14.6785,-0.0596338
14.01,10,10.0594,-0.0250114,-0.0237978,14.6793,-0.0593837
14.02,10,10.0591,-0.0252439,-0.0232495,14.6801,-0.0591312
14.03,10,10.0589,-0.0254709,-0.0227022,14.6809,-0.0588765
14.04,10,10.0586,-0.0256925,-0.0221558,14.6818,-0.0586196
14.05,10,10.0584,-0.0259086,-0.0216106,14.6826,-0.0583605
14.06,10,10.0581,-0.0261193,-0.0210665,14.6834,-0.0580993
14.07,10,10.0578,-0.0263245,-0.0205237,14.6842,-0.0578361
14.08,10,10.0576,-0.0265243,-0.0199823,14.685,-0.0575708
14.09,10,10.0573,-0.0267187,-0.0194423,14.6858,-0.0573036
14.1,10,10.057,-0.0269078,-0.0189038,14.6866,-0.0570346
14.11,10,10.0568,-0.0270915,-0.018367,14.6874,-0.0567637
14.12,10,10.0565,-0.0272698,-0.0178318,14.6883,-0.056491
14.13,10,10.0562,-0.0274428,-0.0172984,14.6891,-0.0562165
14.14,10,10.0559,-0.0276104,-0.0167668,14.6898,-0.0559404
14.15,10,10.0557,-0.0277728,-0.0162372,14.6906,-0.0556627
14.16,10,10.0554,-0.0279299,-0.0157095,14.6914,-0.0553834
14.17,10,10.0551,-0.0280817,-0.0151839,14.6922,-0.0551026
14.18,10,10.0548,-0.0282283,-0.0146605,14.693,-0.0548203
14.19,10,10.0545,-0.0283697,-0.0141393,14.6938,-0.0545366
14.2,10,10.0543,-0.0285059,-0.0136204,14.6946,-0.0542515
14.21,10,10.054,-0.028637,-0.0131038,14.6953,-0.0539652
14.22,10,10.0537,-0.0287629,-0.0125897,14.6961,-0.0536775
14.23,10,10.0534,-0.0288837,-0.0120781,14.6969,-0.0533887
14.24,10,10.0531,-0.0289993,-0.011569,14.6976,-0.0530987
14.25,10,10.0528,-0.02911,-0.0110626,14.6984,-0.0528076
14.26,10,10.0525,-0.0292156,-0.0105589,14.6992,-0.0525155
14.27,10,10.0522,-0.0293161,-0.0100579,14.6999,-0.0522223
14.28,10,10.0519,-0.0294117,-0.00955979,14.7007,-0.0519282
14.29,10,10.0516,-0.0295024,-0.00906455,14.7014,-0.0516332
14.3,10,10.0513,-0.0295881,-0.00857226,14.7021,-0.0513373
14.31,10,10.051,-0.0296689,-0.00808298,14.7029,-0.0510406
14.32,10,10.0507,-0.0297449,-0.00759677,14.7036,-0.0507431
14.33,10,10.0504,-0.029816,-0.00711368,14.7043,-0.050445
14.34,10,10.0501,-0.0298824,-0.00663378,14.705,-0.0501461
14.35,10,10.0498,-0.0299439,-0.00615711,14.7058,-0.0498467
14.36,10,10.0495,-0.0300008,-0.00568373,14.7065,-0.0495467
14.37,10,10.0492,-0.0300529,-0.0052137,14.7072,-0.0492462
14.38,10,10.0489,-0.0301004,-0.00474706,14.7079,-0.0489452
14.39,10,10.0486,-0.0301432,-0.00428387,14.7086,-0.0486437
14.4,10,10.0483,-0.0301815,-0.00382417,14.7093,-0.0483419
14.41,10,10.048,-0.0302151,-0.00336802,14.7099,-0.0480398
14.42,10,10.0477,-0.0302443,-0.00291546,14.7106,-0.0477373
14.43,10,10.0474,-0.030269,-0.00246654,14.7113,-0.0474346
14.44,10,10.0471,-0.0302892,-0.0020213,14.712,-0.0471317
14.45,10,10.0468,-0.030305,-0.00157979,14.7126,-0.0468287
14.46,10,10.0465,-0.0303164,-0.00114204,14.7133,-0.0465255
14.47,10,10.0462,-0.0303235,-0.000708114,14.7139,-0.0462223
14.48,10,10.0459,-0.0303263,-0.000278036,14.7146,-0.045919
14.49,10,10.0456,-0.0303248,0.000148149,14.7152,-0.0456158
14.5,10,10.0453,-0.0303191,0.000570404,14.7159,-0.0453126
14.51,10,10.045,-0.0303092,0.00098869,14.7165,-0.0450095
14.52,10,10.0447,-0.0302952,0.00140297,14.7171,-0.0447066
14.53,10,10.0444,-0.030277,0.00181321,14.7177,-0.0444038
14.54,10,10.0441,-0.0302548,0.00221938,14.7183,-0.0441012
14.55,10,10.0438,-0.0302286,0.00262144,14.7189,-0.0437989
14.56,10,10.0435,-0.0301984,0.00301936,14.7195,-0.043497
14.57,10,10.0432,-0.0301643,0.00341311,14.7201,-0.0431953
14.58,10,10.0429,-0.0301263,0.00380265,14.7207,-0.0428941
14.59,10,10.0426,-0.0300844,0.00418797,14.7213,-0.0425932
14.6,10,10.0423,-0.0300387,0.00456903,14.7219,-0.0422928
14.61,10,10.042,-0.0299892,0.0049458,14.7224,-0.0419929
14.62,10,10.0417,-0.0299361,0.00531827,14.723,-0.0416936
14.63,10,10.0414,-0.0298792,0.0056864,14.7235,-0.0413948
14.64,10,10.0411,-0.0298187,0.00605016,14.7241,-0.0410966
14.65,10,10.0408,-0.0297546,0.00640955,14.7246,-0.040799
14.66,10,10.0405,-0.029687,0.00676453,14.7251,-0.0405022
14.67,10,10.0402,-0.0296158,0.00711509,14.7257,-0.040206
14.68,10,10.0399,-0.0295412,0.0074612,14.7262,-0.0399106
14.69,10,10.0396,-0.0294632,0.00780284,14.7267,-0.039616
14.7,10,10.0393,-0.0293818,0.00814001,14.7272,-0.0393222
14.71,10,10.039,-0.029297,0.00847268,14.7277,-0.0390292
14.72,10,10.0387,-0.029209,0.00880083,14.7282,-0.0387371
14.73,10,10.0384,-0.0291178,0.00912445,14.7287,-0.0384459
14.74,10,10.0382,-0.0290233,0.00944353,14.7292,-0.0381557
14.75,10,10.0379,-0.0289258,0.00975805,14.7296,-0.0378664
14.76,10,10.0376,-0.0288251,0.010068,14.7301,-0.0375782
14.77,10,10.0373,-0.0287214,0.0103734,14.7306,-0.037291
14.78,10,10.037,-0.0286146,0.0106742,14.731,-0.0370048
14.79,10,10.0367,-0.0285049,0.0109703,14.7315,-0.0367198
14.8,10,10.0364,-0.0283923,0.0112619,14.7319,-0.0364358
14.81,10,10.0362,-0.0282768,0.0115489,14.7323,-0.0361531
14.82,10,10.0359,-0.0281585,0.0118312,14.7327,-0.0358715
14.83,10,10.0356,-0.0280374,0.0121089,14.7332,-0.0355911
14.84,10,10.0353,-0.0279136,0.012382,14.7336,-0.035312
14.85,10,10.035,-0.0277871,0.0126504,14.734,-0.0350341
14.86,10,10.0348,-0.0276579,0.0129142,14.7344,-0.0347575
14.87,10,10.0345,-0.0275262,0.0131734,14.7348,-0.0344823
14.88,10,10.0342,-0.0273919,0.0134279,14.7351,-0.0342084
14.89,10,10.0339,-0.0272551,0.0136778,14.7355,-0.0339358
14.9,10,10.0337,-0.0271159,0.013923,14.7359,-0.0336646
14.91,10,10.0334,-0.0269743,0.0141636,14.7362,-0.0333949
14.92,10,10.0331,-0.0268303,0.0143995,14.7366,-0.0331266
14.93,10,10.0329,-0.026684,0.0146308,14.7369,-0.0328598
14.94,10,10.0326,-0.0265354,0.0148575,14.7373,-0.0325944
14.95,10,10.0323,-0.0263846,0.0150795,14.7376,-0.0323306
14.96,10,10.0321,-0.0262316,0.015297,14.7379,-0.0320682
14.97,10,10.0318,-0.0260765,0.0155098,14.7383,-0.0318075
14.98,10,10.0315,-0.0259194,0.0157179,14.7386,-0.0315483
14.99,10,10.0313,-0.0257601,0.0159215,14.7389,-0.0312907
15,10,10.031,-0.0255989,0.0161205,14.7392,-0.0310347
15.01,10,10.0308,-0.0254358,0.0163149,14.7395,-0.0307803
15.02,10,10.0305,-0.0252707,0.0165047,14.7398,-0.0305276
15.03,10,10.0303,-0.0251038,0.01669,14.74,-0.0302766
15.04,10,10.03,-0.0249351,0.0168707,14.7403,-0.0300272
15.05,10,10.0298,-0.0247647,0.0170468,14.7406,-0.0297796
15.06,10,10.0295,-0.0245925,0.0172184,14.7408,-0.0295337
15.07,10,10.0293,-0.0244186,0.0173855,14.7411,-0.0292895
15.08,10,10.029,-0.0242431,0.0175481,14.7413,-0.0290471
15.09,10,10.0288,-0.0240661,0.0177062,14.7416,-0.0288064
15.1,10,10.0286,-0.0238875,0.0178598,14.7418,-0.0285675
15.11,10,10.0283,-0.0237074,0.018009,14.742,-0.0283304
15.12,10,10.0281,-0.0235259,0.0181537,14.7422,-0.0280952
15.13,10,10.0279,-0.0233429,0.018294,14.7424,-0.0278618
15.14,10,10.0276,-0.0231586,0.0184299,14.7426,-0.0276302
15.15,10,10.0274,-0.022973,0.0185614,14.7428,-0.0274004
15.16,10,10.0272,-0.0227861,0.0186885,14.743,-0.0271726
15.17,10,10.0269,-0.022598,0.0188113,14.7432,-0.0269466
15.18,10,10.0267,-0.0224087,0.0189297,14.7434,-0.0267225
15.19,10,10.0265,-0.0222183,0.0190438,14.7436,-0.0265003
15.2,10,10.0263,-0.0220267,0.0191537,14.7437,-0.0262801
15.21,10,10.0261,-0.0218341,0.0192592,14.7439,-0.0260617
15.22,10,10.0258,-0.0216405,0.0193606,14.744,-0.0258453
15.23,10,10.0256,-0.021446,0.0194577,14.7442,-0.0256309
15.24,10,10.0254,-0.0212505,0.0195506,14.7443,-0.0254183
15.25,10,10.0252,-0.0210541,0.0196393,14.7445,-0.0252078
15.26,10,10.025,-0.0208568,0.0197239,14.7446,-0.0249992
15.27,10,10.0248,-0.0206588,0.0198043,14.7447,-0.0247927
15.28,10,10.0246,-0.02046,0.0198807,14.7448,-0.0245881
15.29,10,10.0244,-0.0202604,0.019953,14.7449,-0.0243854
15.3,10,10.0242,-0.0200602,0.0200212,14.745,-0.0241848
15.31,10,10.024,-0.0198594,0.0200854,14.7451,-0.0239863
15.32,10,10.0238,-0.0196579,0.0201456,14.7452,-0.0237897
15.33,10,10.0236,-0.0194559,0.0202019,14.7453,-0.0235951
15.34,10,10.0234,-0.0192534,0.0202542,14.7454,-0.0234026
15.35,10,10.0232,-0.0190503,0.0203026,14.7455,-0.0232121
15.36,10,10.023,-0.0188469,0.0203471,14.7455,-0.0230236
15.37,10,10.0228,-0.018643,0.0203878,14.7456,-0.0228372
15.38,10,10.0227,-0.0184387,0.0204246,14.7456,-0.0226528
15.39,10,10.0225,-0.0182342,0.0204577,14.7457,-0.0224704
15.4,10,10.0223,-0.0180293,0.020487,14.7457,-0.0222902
15.41,10,10.0221,-0.0178242,0.0205126,14.7458,-0.0221119
15.42,10,10.0219,-0.0176188,0.0205345,14.7458,-0.0219357
15.43,10,10.0218,-0.0174133,0.0205527,14.7458,-0.0217616
15.44,10,10.0216,-0.0172076,0.0205673,14.7459,-0.0215895
15.45,10,10.0214,-0.0170018,0.0205783,14.7459,-0.0214195
15.46,10,10.0213,-0.016796,0.0205857,14.7459,-0.0212515
15.47,10,10.0211,-0.0165901,0.0205896,14.7459,-0.0210856
15.48,10,10.0209,-0.0163842,0.02059,14.7459,-0.0209218
15.49,10,10.0208,-0.0161783,0.0205869,14.7459,-0.02076
15.5,10,10.0206,-0.0159725,0.0205804,14.7459,-0.0206003
15.51,10,10.0204,-0.0157668,0.0205705,14.7459,-0.0204426
15.52,10,10.0203,-0.0155612,0.0205572,14.7458,-0.020287
15.53,10,10.0201,-0.0153558,0.0205406,14.7458,-0.0201334
15.54,10,10.02,-0.0151506,0.0205207,14.7458,-0.0199819
15.55,10,10.0198,-0.0149456,0.0204975,14.7457,-0.0198325
15.56,10,10.0197,-0.0147409,0.0204711,14.7457,-0.0196851
15.57,10,10.0195,-0.0145365,0.0204415,14.7457,-0.0195397
15.58,10,10.0194,-0.0143324,0.0204088,14.7456,-0.0193964
15.59,10,10.0193,-0.0141287,0.020373,14.7456,-0.0192551
15.6,10,10.0191,-0.0139254,0.020334,14.7455,-0.0191158
15.61,10,10.019,-0.0137224,0.0202921,14.7454,-0.0189786
15.62,10,10.0188,-0.01352,0.0202471,14.7454,-0.0188434
15.63,10,10.0187,-0.013318,0.0201992,14.7453,-0.0187102
15.64,10,10.0186,-0.0131165,0.0201483,14.7452,-0.0185791
15.65,10,10.0184,-0.0129156,0.0200945,14.7451,-0.0184499
15.66,10,10.0183,-0.0127152,0.0200379,14.7451,-0.0183228
15.67,10,10.0182,-0.0125154,0.0199785,14.745,-0.0181976
15.68,10,10.0181,-0.0123162,0.0199162,14.7449,-0.0180745
15.69,10,10.018,-0.0121177,0.0198513,14.7448,-0.0179533
15.7,10,10.0178,-0.0119199,0.0197836,14.7447,-0.0178341
15.71,10,10.0177,-0.0117227,0.0197133,14.7446,-0.0177169
15.72,10,10.0176,-0.0115263,0.0196403,14.7445,-0.0176016
15.73,10,10.0175,-0.0113307,0.0195647,14.7443,-0.0174883
15.74,10,10.0174,-0.0111358,0.0194866,14.7442,-0.0173769
15.75,10,10.0173,-0.0109418,0.019406,14.7441,-0.0172675
15.76,10,10.0172,-0.0107485,0.0193229,14.744,-0.01716
15.77,10,10.0171,-0.0105562,0.0192373,14.7439,-0.0170545
15.78,10,10.017,-0.0103647,0.0191494,14.7437,-0.0169508
15.79,10,10.0168,-0.0101741,0.0190591,14.7436,-0.0168491
15.8,10,10.0167,-0.00998442,0.0189665,14.7434,-0.0167492
15.81,10,10.0167,-0.0097957,0.0188716,14.7433,-0.0166513
15.82,10,10.0166,-0.00960796,0.0187744,14.7432,-0.0165552
15.83,10,10.0165,-0.00942121,0.0186751,14.743,-0.016461
15.84,10,10.0164,-0.00923547,0.0185735,14.7429,-0.0163686
15.85,10,10.0163,-0.00905077,0.0184699,14.7427,-0.0162781
15.86,10,10.0162,-0.00886713,0.0183641,14.7425,-0.0161894
15.87,10,10.0161,-0.00868457,0.0182564,14.7424,-0.0161026
15.88,10,10.016,-0.0085031,0.0181466,14.7422,-0.0160176
15.89,10,10.0159,-0.00832275,0.0180348,14.7421,-0.0159343
15.9,10,10.0159,-0.00814354,0.0179211,14.7419,-0.0158529
15.91,10,10.0158,-0.00796549,0.0178055,14.7417,-0.0157732
15.92,10,10.0157,-0.00778861,0.0176881,14.7415,-0.0156954
15.93,10,10.0156,-0.00761292,0.0175688,14.7414,-0.0156192
15.94,10,10.0155,-0.00743844,0.0174477,14.7412,-0.0155448
15.95,10,10.0155,-0.00726519,0.017325,14.741,-0.0154722
15.96,10,10.0154,-0.00709319,0.0172005,14.7408,-0.0154013
15.97,10,10.0153,-0.00692244,0.0170743,14.7406,-0.015332
15.98,10,10.0153,-0.00675298,0.0169466,14.7404,-0.0152645
15.99,10,10.0152,-0.00658481,0.0168172,14.7402,-0.0151987
16,10,10.0151,-0.00641794,0.0166863,14.74,-0.0151345
16.01,10,10.0151,-0.0062524,0.0165539,14.7398,-0.015072
16.02,10,10.015,-0.0060882,0.01642,14.7396,-0.0150111
16.03,10,10.015,-0.00592536,0.0162847,14.7394,-0.0149518
16.04,10,10.0149,-0.00576388,0.016148,14.7392,-0.0148942
16.05,10,10.0148,-0.00560378,0.0160099,14.739,-0.0148381
16.06,10,10.0148,-0.00544507,0.0158705,14.7388,-0.0147837
16.07,10,10.0147,-0.00528778,0.0157298,14.7386,-0.0147308
16.08,10,10.0147,-0.0051319,0.0155879,14.7384,-0.0146795
16.09,10,10.0146,-0.00497745,0.0154448,14.7382,-0.0146297
16.1,10,10.0146,-0.00482444,0.0153004,14.738,-0.0145815
16.11,10,10.0145,-0.00467289,0.015155,14.7377,-0.0145348
16.12,10,10.0145,-0.00452281,0.0150085,14.7375,-0.0144895
16.13,10,10.0144,-0.0043742,0.0148609,14.7373,-0.0144458
16.14,10,10.0144,-0.00422708,0.0147122,14.7371,-0.0144035
16.15,10,10.0144,-0.00408145,0.0145626,14.7368,-0.0143627
16.16,10,10.0143,-0.00393733,0.014412,14.7366,-0.0143233
16.17,10,10.0143,-0.00379473,0.0142605,14.7364,-0.0142854
16.18,10,10.0142,-0.00365365,0.0141082,14.7362,-0.0142488
16.19,10,10.0142,-0.0035141,0.013955,14.7359,-0.0142137
16.2,10,10.0142,-0.00337609,0.0138009,14.7357,-0.0141799
16.21,10,10.0141,-0.00323963,0.0136461,14.7355,-0.0141475
16.22,10,10.0141,-0.00310472,0.0134906,14.7352,-0.0141165
16.23,10,10.0141,-0.00297138,0.0133343,14.735,-0.0140868
16.24,10,10.0141,-0.0028396,0.0131774,14.7348,-0.0140584
16.25,10,10.014,-0.00270941,0.0130198,14.7345,-0.0140313
16.26,10,10.014,-0.00258079,0.0128616,14.7343,-0.0140055
16.27,10,10.014,-0.00245376,0.0127029,14.7341,-0.0139809
16.28,10,10.014,-0.00232832,0.0125436,14.7338,-0.0139577
16.29,10,10.0139,-0.00220449,0.0123838,14.7336,-0.0139356
16.3,10,10.0139,-0.00208225,0.0122236,14.7333,-0.0139148
16.31,10,10.0139,-0.00196162,0.0120629,14.7331,-0.0138952
16.32,10,10.0139,-0.00184261,0.0119018,14.7329,-0.0138768
16.33,10,10.0139,-0.0017252,0.0117403,14.7326,-0.0138595
16.34,10,10.0138,-0.00160942,0.0115785,14.7324,-0.0138434
16.35,10,10.0138,-0.00149525,0.0114163,14.7321,-0.0138285
16.36,10,10.0138,-0.00138272,0.0112539,14.7319,-0.0138146
16.37,10,10.0138,-0.0012718,0.0110913,14.7316,-0.0138019
16.38,10,10.0138,-0.00116252,0.0109284,14.7314,-0.0137903
16.39,10,10.0138,-0.00105486,0.0107654,14.7311,-0.0137797
16.4,10,10.0138,-0.000948843,0.0106022,14.7309,-0.0137702
16.41,10,10.0138,-0.000844455,0.0104388,14.7307,-0.0137618
16.42,10,10.0138,-0.000741701,0.0102754,14.7304,-0.0137544
16.43,10,10.0137,-0.000640582,0.0101119,14.7302,-0.013748
16.44,10,10.0137,-0.000541098,0.00994839,14.7299,-0.0137426
16.45,10,10.0137,-0.00044325,0.00978486,14.7297,-0.0137381
16.46,10,10.0137,-0.000347036,0.00962135,14.7294,-0.0137347
16.47,10,10.0137,-0.000252457,0.0094579,14.7292,-0.0137321
16.48,10,10.0137,-0.000159512,0.00929452,14.7289,-0.0137305
16.49,10,10.0137,-6.81995e-05,0.00913126,14.7287,-0.0137299
16.5,10,10.0137,2.14818e-05,0.00896813,14.7285,-0.0137301
16.51,10,10.0137,0.000109533,0.00880516,14.7282,-0.0137312
16.52,10,10.0137,0.000195957,0.00864238,14.728,-0.0137331
16.53,10,10.0137,0.000280755,0.00847982,14.7277,-0.0137359
16.54,10,10.0137,0.00036393,0.0083175,14.7275,-0.0137396
16.55,10,10.0137,0.000445485,0.00815546,14.7272,-0.013744
16.56,10,10.0137,0.000525422,0.00799371,14.727,-0.0137493
16.57,10,10.0138,0.000603745,0.00783228,14.7267,-0.0137553
16.58,10,10.0138,0.000680457,0.00767119,14.7265,-0.0137621
16.59,10,10.0138,0.000755561,0.00751048,14.7263,-0.0137697
16.6,10,10.0138,0.000829063,0.00735016,14.726,-0.013778
16.61,10,10.0138,0.000900966,0.00719027,14.7258,-0.013787
16.62,10,10.0138,0.000971274,0.00703082,14.7255,-0.0137967
16.63,10,10.0138,0.00103999,0.00687184,14.7253,-0.0138071
16.64,10,10.0138,0.00110713,0.00671335,14.7251,-0.0138182
16.65,10,10.0138,0.00117268,0.00655537,14.7248,-0.0138299
16.66,10,10.0138,0.00123666,0.00639793,14.7246,-0.0138423
16.67,10,10.0139,0.00129907,0.00624106,14.7244,-0.0138553
16.68,10,10.0139,0.00135992,0.00608476,14.7241,-0.0138689
16.69,10,10.0139,0.00141921,0.00592907,14.7239,-0.013883
16.7,10,10.0139,0.00147695,0.005774,14.7237,-0.0138978
16.71,10,10.0139,0.00153314,0.00561959,14.7234,-0.0139131
16.72,10,10.0139,0.0015878,0.00546584,14.7232,-0.013929
16.73,10,10.0139,0.00164093,0.00531277,14.723,-0.0139454
16.74,10,10.014,0.00169253,0.00516042,14.7227,-0.0139624
16.75,10,10.014,0.00174262,0.00500879,14.7225,-0.0139798
16.76,10,10.014,0.0017912,0.00485792,14.7223,-0.0139977
16.77,10,10.014,0.00183828,0.00470781,14.7221,-0.0140161
16.78,10,10.014,0.00188386,0.00455848,14.7218,-0.0140349
16.79,10,10.0141,0.00192796,0.00440997,14.7216,-0.0140542
16.8,10,10.0141,0.00197059,0.00426227,14.7214,-0.0140739
16.81,10,10.0141,0.00201174,0.00411542,14.7212,-0.014094
16.82,10,10.0141,0.00205143,0.00396942,14.721,-0.0141145
16.83,10,10.0141,0.00208968,0.0038243,14.7207,-0.0141354
16.84,10,10.0142,0.00212648,0.00368007,14.7205,-0.0141567
16.85,10,10.0142,0.00216185,0.00353676,14.7203,-0.0141783
16.86,10,10.0142,0.00219579,0.00339436,14.7201,-0.0142003
16.87,10,10.0142,0.00222832,0.00325292,14.7199,-0.0142226
16.88,10,10.0142,0.00225944,0.00311242,14.7197,-0.0142452
16.89,10,10.0143,0.00228917,0.0029729,14.7195,-0.014268
16.9,10,10.0143,0.00231752,0.00283437,14.7193,-0.0142912
16.91,10,10.0143,0.00234448,0.00269685,14.719,-0.0143147
16.92,10,10.0143,0.00237009,0.00256034,14.7188,-0.0143384
16.93,10,10.0144,0.00239434,0.00242486,14.7186,-0.0143623
16.94,10,10.0144,0.00241724,0.00229042,14.7184,-0.0143865
16.95,10,10.0144,0.00243881,0.00215705,14.7182,-0.0144109
16.96,10,10.0144,0.00245906,0.00202474,14.718,-0.0144355
16.97,10,10.0145,0.00247799,0.00189352,14.7178,-0.0144602
16.98,10,10.0145,0.00249563,0.0017634,14.7176,-0.0144852
16.99,10,10.0145,0.00251197,0.00163439,14.7175,-0.0145103
17,10,10.0145,0.00252704,0.00150649,14.7173,-0.0145356
17.01,10,10.0146,0.00254083,0.00137973,14.7171,-0.014561
17.02,10,10.0146,0.00255337,0.00125411,14.7169,-0.0145865
17.03,10,10.0146,0.00256467,0.00112965,14.7167,-0.0146122
17.04,10,10.0146,0.00257473,0.00100635,14.7165,-0.0146379
17.05,10,10.0147,0.00258358,0.00088423,14.7163,-0.0146638
17.06,10,10.0147,0.00259121,0.000763293,14.7161,-0.0146897
