time_sec,true_angle_deg,accel_angle_deg,gyro_angle_deg,complementary_angle_deg,measured_gyro_rate_deg_s
8.930,7.196697,4.364854,12.208153,7.870546,13.942864
8.940,7.330288,3.081527,12.345709,7.909570,13.755586
8.950,7.464796,0.587639,12.495056,7.909492,14.934680
8.960,7.600192,5.177570,12.631474,7.988543,13.641800
8.970,7.736448,2.347478,12.767247,8.008779,13.577287
8.980,7.873535,-0.237489,12.914565,7.988226,14.731831
8.990,8.011423,4.080452,13.046553,8.039418,13.198810
9.000,8.150082,1.168390,13.194699,8.047181,14.814618
9.010,8.289480,-0.088596,13.341273,8.028108,14.657340
9.020,8.429588,7.141847,13.486539,8.152743,14.526614
9.030,8.570372,4.646664,13.646351,8.239238,15.981242
9.040,8.711800,6.528889,13.789108,8.344932,14.275640
9.050,8.853840,9.288594,13.953919,8.525320,16.481109
9.060,8.996458,13.656572,14.101005,8.772090,14.708620
9.070,9.139619,12.353049,14.240205,8.980125,13.920028
9.080,9.283290,10.611849,14.390673,9.160218,15.046785
9.090,9.427436,16.007503,14.532429,9.436084,14.175549
9.100,9.572021,14.149367,14.677201,9.672227,14.477278
9.110,9.717010,20.436102,14.831550,10.038766,15.434845
9.120,9.862366,15.695305,14.987516,10.304743,15.596575
9.130,10.008052,9.729820,15.134371,10.437164,14.685580
9.140,10.154032,15.500309,15.294379,10.695234,16.000718
9.150,10.300268,18.481277,15.455984,11.009327,16.160515
9.160,10.446722,16.366297,15.620018,11.277221,16.403463
9.170,10.593356,15.687683,15.776959,11.519231,15.694028
9.180,10.740132,7.212698,15.940693,11.593561,16.373444
9.190,10.887010,10.755192,16.078557,11.711900,13.786362
9.200,11.033952,5.532580,16.228967,11.735715,15.041039
9.210,11.180918,6.990893,16.374989,11.783920,14.602156
9.220,11.327867,2.635754,16.528864,11.751755,15.387543
9.230,11.474761,3.937473,16.677138,11.740777,14.827383
9.240,11.621558,3.956836,16.828537,11.733470,15.139948
9.250,11.768218,8.363986,16.996166,11.830356,16.762874
9.260,11.914701,8.940690,17.147181,11.920558,15.101524
9.270,12.060964,8.761389,17.302625,12.009710,15.544384
9.280,12.206968,6.071654,17.452620,12.037943,14.999449
9.290,12.352670,10.218232,17.604756,12.150642,15.213597
9.300,12.498028,10.765588,17.755970,12.271131,15.121431
9.310,12.643002,16.429972,17.910317,12.505568,15.434684
9.320,12.787549,18.725447,18.069952,12.786408,15.963480
9.330,12.931627,19.758626,18.232953,13.085593,16.300149
9.340,13.075193,16.306513,18.384720,13.298744,15.176709
9.350,13.218207,12.103777,18.538152,13.425208,15.343202
9.360,13.360625,14.936120,18.677044,13.591540,13.889188
9.370,13.502405,22.935260,18.823781,13.922216,14.673653
9.380,13.643504,18.039528,18.978041,14.155737,15.426016
9.390,13.783880,16.490910,19.130962,14.352304,15.292142
9.400,13.923491,21.513662,19.277862,14.639493,14.689990
9.410,14.062294,19.391804,19.429331,14.882979,15.146907
9.420,14.200247,14.976360,19.576764,15.029330,14.743250
9.430,14.337307,12.822717,19.728959,15.134349,15.219488
9.440,14.473432,11.914586,19.872910,15.211026,14.395102
9.450,14.608579,11.638947,20.010702,15.274620,13.779202
9.460,14.742707,14.116286,20.152985,15.390892,14.228363
9.470,14.875773,10.504059,20.268055,15.405923,11.506937
9.480,15.007735,10.931061,20.408507,15.454069,14.045249
9.490,15.138552,12.072436,20.515543,15.491331,10.703559
9.500,15.268181,6.629541,20.636770,15.432898,12.122702
9.510,15.396581,12.199424,20.774149,15.502860,13.737924
9.520,15.523711,10.649233,20.910443,15.539356,13.629441
9.530,15.649530,6.424775,21.032286,15.476470,12.184274
9.540,15.773996,8.905049,21.156359,15.466633,12.407249
9.550,15.897068,13.285526,21.295679,15.559545,13.932013
9.560,16.018707,18.766909,21.418708,15.744261,12.302969
9.570,16.138872,19.241610,21.562060,15.954692,14.335130
9.580,16.257523,20.759550,21.685918,16.172171,12.385876
9.590,16.374620,26.264703,21.811484,16.497075,12.556505
9.600,16.490125,18.990072,21.945107,16.677886,13.362318
9.610,16.603997,22.515332,22.065192,16.912318,12.008492
9.620,16.716198,23.392651,22.174520,17.149066,10.932793
9.630,16.826690,20.469029,22.289260,17.327911,11.474064
9.640,16.935435,21.716022,22.402828,17.526970,11.356754
9.650,17.042395,16.686210,22.503959,17.609263,10.113102
9.660,17.147533,23.023359,22.612121,17.823543,10.816179
9.670,17.250812,16.459030,22.714514,17.896599,10.239378
9.680,17.352196,21.847425,22.828327,18.087152,11.381287
9.690,17.451648,15.327930,22.933073,18.134619,10.474586
9.700,17.549133,16.744469,23.033295,18.205033,10.022227
9.710,17.644617,13.014125,23.132911,18.198839,9.961604
9.720,17.738064,12.321149,23.233108,18.179478,10.019701
9.730,17.829441,10.518510,23.334368,18.125493,10.125926
9.740,17.918714,12.218641,23.420574,18.091838,8.620645
9.750,18.005850,13.028859,23.504292,18.072622,8.371807
9.760,18.090815,10.942951,23.602995,18.026757,9.870259
9.770,18.173580,13.581036,23.687344,18.020505,8.434914
9.780,18.254111,13.622323,23.761409,18.005125,7.406466
9.790,18.332379,22.341538,23.848079,18.176791,8.667091
9.800,18.408352,17.918750,23.932598,18.254458,8.451842
9.810,18.482002,23.571026,23.998825,18.425692,6.622742
9.820,18.553298,20.705182,24.076767,18.547665,7.794194
9.830,18.622214,23.162167,24.156363,18.717959,7.959557
9.840,18.688720,20.285870,24.230646,18.822115,7.428333
9.850,18.752790,23.239801,24.304541,18.982885,7.389458
9.860,18.814398,25.301087,24.359670,19.163275,5.512888
9.870,18.873516,28.783953,24.426180,19.420869,6.651015
9.880,18.930121,25.045921,24.485095,19.591106,5.891482
9.890,18.984188,27.274002,24.540018,19.798589,5.492327
9.900,19.035692,24.437360,24.603194,19.953277,6.317638
9.910,19.084612,25.686036,24.668644,20.132073,6.544975
9.920,19.130923,20.091831,24.733996,20.195314,6.535209
9.930,19.174606,24.765345,24.792872,20.344413,5.887587
9.940,19.215638,16.147925,24.837691,20.304406,4.481925
9.950,19.254000,14.129505,24.883530,20.225830,4.583878
9.960,19.289672,11.901561,24.929982,20.104868,4.645242
9.970,19.322636,19.903848,24.968552,20.138646,3.856976
9.980,19.352873,15.597965,25.004464,20.083025,3.591141
9.990,19.380366,12.545196,25.043167,19.970198,3.870350
10.000,19.405100,16.704489,25.072038,19.933178,2.887141
10.010,19.427058,15.861877,25.092767,19.872066,2.072836
10.020,19.446225,19.944449,25.113216,19.893554,2.044945
10.030,19.462588,12.317861,25.139242,19.767545,2.602548
10.040,19.476134,16.883170,25.157396,19.727649,1.815431
10.050,19.486849,17.866536,25.175412,19.708082,1.801622
10.060,19.494723,15.590909,25.193220,19.643191,1.780817
10.070,19.499744,24.611293,25.199812,19.749012,0.659145
10.080,19.501903,22.563985,25.212585,19.817830,1.277329
10.090,19.501191,26.133269,25.219464,19.950879,0.687847
10.100,19.497599,30.927571,25.210549,20.161677,-0.891421
10.110,19.491119,24.542233,25.220162,20.258708,0.961228
10.120,19.481746,24.397806,25.211333,20.332838,-0.882875
10.130,19.469474,25.398676,25.190367,20.413609,-2.096553
10.140,19.454297,26.868352,25.171376,20.524092,-1.899157
10.150,19.436211,21.971246,25.149666,20.531759,-2.170967
10.160,19.415214,20.549803,25.133629,20.516404,-1.603679
10.170,19.391303,23.337827,25.112070,20.551704,-2.155978
10.180,19.364476,20.125134,25.087090,20.518693,-2.497951
10.190,19.334733,12.559042,25.066847,20.339661,-2.024333
10.200,19.302074,13.200245,25.041449,20.171984,-2.539739
10.210,19.266500,18.795671,25.012947,20.116525,-2.850196
10.220,19.228014,15.085969,24.982284,19.985864,-3.066330
10.230,19.186617,11.531323,24.950363,19.785491,-3.192123
10.240,19.142313,12.721041,24.893745,19.588716,-5.661823
10.250,19.095107,13.260262,24.848175,19.417489,-4.556948
10.260,19.045005,15.508553,24.785186,19.277580,-6.298924
10.270,18.992012,11.046960,24.737040,19.065785,-4.814602
10.280,18.936136,13.393620,24.685689,18.902018,-5.135101
10.290,18.877384,17.442773,24.639868,18.827928,-4.582079
10.300,18.815766,17.903946,24.592322,18.762854,-4.754588
10.310,18.751290,21.014646,24.534046,18.750779,-5.827663
10.320,18.683968,17.888014,24.467303,18.668115,-6.674271
10.330,18.613811,23.086928,24.405615,18.696038,-6.168781
10.340,18.540830,25.929962,24.333006,18.769559,-7.260915
10.350,18.465039,25.132388,24.261806,18.827039,-7.120028
10.360,18.386452,24.635790,24.195716,18.878447,-6.608917
10.370,18.305083,24.051259,24.114502,18.902313,-8.121451
10.380,18.220947,21.831857,24.041437,18.889300,-7.306514
10.390,18.134061,23.009979,23.964604,18.896417,-7.683292
10.400,18.044443,25.293146,23.871989,18.933590,-9.261456
10.410,17.952109,20.542617,23.792098,18.887477,-7.989089
10.420,17.857079,17.129722,23.707318,18.769237,-8.478026
10.430,17.759371,16.541895,23.615098,18.634315,-9.222028
10.440,17.659007,16.689446,23.513317,18.495672,-10.178053
10.450,17.556008,13.757209,23.408137,18.297826,-10.518043
10.460,17.450394,14.583445,23.302926,18.120432,-10.521075
10.470,17.342189,13.607585,23.203778,17.933010,-9.914842
10.480,17.231415,13.764123,23.090088,17.738216,-11.369021
10.490,17.118098,14.692971,22.985011,17.574336,-10.507672
10.500,17.002262,13.585665,22.863994,17.375965,-12.101729
10.510,16.883932,9.087094,22.748797,17.097295,-11.519634
10.520,16.763134,9.827615,22.633657,16.839064,-11.514053
10.530,16.639896,12.849115,22.534773,16.662359,-9.888328
10.540,16.514246,13.084200,22.402912,16.461572,-13.186143
10.550,16.386210,12.680666,22.291475,16.276746,-11.143667
10.560,16.255820,15.787695,22.167121,16.145097,-12.435454
10.570,16.123104,17.029209,22.042546,16.040697,-12.457434
10.580,15.988093,17.727050,21.913350,15.947811,-12.919667
10.590,15.850817,19.593558,21.784516,15.894469,-12.883401
10.600,15.711309,24.021497,21.648678,15.923888,-13.583768
10.610,15.569601,21.930092,21.523519,15.921356,-12.515956
10.620,15.425725,27.601484,21.380924,16.015216,-14.259425
10.630,15.279716,21.463246,21.248923,15.994816,-13.200131
10.640,15.131607,19.566766,21.100627,15.920924,-14.829639
10.650,14.981433,19.234310,20.954956,15.844435,-14.567075
10.660,14.829229,18.531444,20.799180,15.745514,-15.577615
10.670,14.675032,17.452274,20.653644,15.637024,-14.553586
10.680,14.518877,19.922864,20.514090,15.585978,-13.955399
10.690,14.360802,10.969618,20.360454,15.343088,-15.363561
10.700,14.200844,13.659936,20.203998,15.156098,-15.645592
10.710,14.039040,10.626414,20.038375,14.903193,-16.562366
10.720,13.875430,5.016676,19.878046,14.548341,-16.032827
10.730,13.710052,10.013368,19.705062,14.288117,-17.298434
10.740,13.542946,10.745791,19.535809,14.051402,-16.925346
10.750,13.374151,5.293163,19.374004,13.717669,-16.180454
10.760,13.203709,7.640693,19.219309,13.444529,-15.469464
10.770,13.031658,3.919450,19.074949,13.112554,-14.436008
10.780,12.858041,5.952429,18.901877,12.799741,-17.307218
10.790,12.682899,12.818294,18.743476,12.644879,-15.840114
10.800,12.506274,10.283957,18.574080,12.431653,-16.939551
10.810,12.328208,9.994002,18.400105,12.212404,-17.397510
10.820,12.148744,14.627053,18.229424,12.093430,-17.068119
10.830,11.967924,13.914985,18.054444,11.958380,-17.498037
10.840,11.785792,15.008003,17.878561,11.847007,-17.588291
10.850,11.602392,18.722620,17.697282,11.806866,-18.127943
10.860,11.417767,14.330212,17.506881,11.670740,-19.040037
10.870,11.231961,14.968533,17.314158,11.547827,-19.272301
10.880,11.045019,17.240360,17.137896,11.488941,-17.626208
10.890,10.856985,18.539561,16.953125,11.448878,-18.477098
10.900,10.667904,18.144284,16.764775,11.398203,-18.835051
10.910,10.477821,12.045686,16.580281,11.230349,-18.449305
10.920,10.286782,14.509425,16.401146,11.120378,-17.913564
10.930,10.094831,8.545518,16.216205,10.887639,-18.494072
10.940,9.902015,13.384866,16.023730,10.748958,-19.247498
10.950,9.708378,4.364879,15.845517,10.446627,-17.821335
10.960,9.513967,9.055696,15.669375,10.246190,-17.614149
10.970,9.318828,2.862736,15.483852,9.916707,-18.552382
10.980,9.123007,8.605203,15.301501,9.711774,-18.235021
10.990,8.926549,4.463018,15.120684,9.429598,-18.081694
11.000,8.729501,0.226148,14.938406,9.066896,-18.227875
11.010,8.531910,1.612293,14.751478,8.734615,-18.692744
11.020,8.333821,5.371096,14.563950,8.483568,-18.752791
11.030,8.135281,6.855190,14.375365,8.266186,-18.858561
11.040,7.936335,5.095032,14.173461,8.004898,-20.190356
11.050,7.737031,6.597016,13.985606,7.792642,-18.785483
11.060,7.537414,9.672312,13.781010,7.629731,-20.459673
11.070,7.337530,9.381857,13.580659,7.468430,-20.035051
11.080,7.137426,6.987690,13.396896,7.278728,-18.376266
11.090,6.937148,9.166184,13.209275,7.132608,-18.762096
11.100,6.736741,12.498500,13.026726,7.061028,-18.254925
11.110,6.536251,15.339712,12.830044,7.033853,-19.668186
11.120,6.335724,16.372807,12.626303,7.020966,-20.374092
11.130,6.135205,13.940655,12.429888,6.966873,-19.641551
11.140,5.934740,12.004955,12.236288,6.877907,-19.359961
11.150,5.734374,12.120998,12.042625,6.792979,-19.366278
11.160,5.534151,7.263770,11.857566,6.621037,-18.505924
11.170,5.334116,7.018264,11.660758,6.436109,-19.680824
11.180,5.134315,3.683412,11.469911,6.194026,-19.084683
11.190,4.934790,0.926665,11.268638,5.891431,-20.127303
11.200,4.735586,3.242602,11.079220,5.652824,-18.941854
11.210,4.536748,1.377759,10.886610,5.378565,-19.260971
11.220,4.338317,1.364007,10.688407,5.104035,-19.820331
11.230,4.140338,0.033322,10.494788,4.812874,-19.361872
11.240,3.942853,-1.361445,10.302098,4.500551,-19.269014
11.250,3.745905,-0.844564,10.109277,4.204685,-19.282035
11.260,3.549535,-2.238352,9.933389,3.903453,-17.588882
11.270,3.353786,-0.641106,9.743183,3.626160,-19.020601
11.280,3.158698,-2.717162,9.552495,3.312420,-19.068733
11.290,2.964313,1.047163,9.347702,3.066418,-20.479272
11.300,2.770672,2.996050,9.153299,2.874496,-19.440337
11.310,2.577814,0.943577,8.964748,2.651097,-18.855096
11.320,2.385779,4.038474,8.773658,2.491576,-19.109038
11.330,2.194607,3.547164,8.599990,2.342493,-17.366805
11.340,2.004336,4.807054,8.414869,2.210366,-18.512080
11.350,1.815004,4.072989,8.242334,2.078534,-17.253525
11.360,1.626650,10.497471,8.060981,2.069187,-18.135308
11.370,1.439311,10.091188,7.880465,2.052721,-18.051573
11.380,1.253023,8.493268,7.700011,2.004687,-18.045419
11.390,1.067823,11.437344,7.521403,2.018305,-17.860768
11.400,0.883747,5.053862,7.357657,1.918545,-16.374644
11.410,0.700830,11.838970,7.162779,1.925973,-19.487749
11.420,0.519106,2.203256,6.971657,1.744219,-19.112241
11.430,0.338609,1.783727,6.793446,1.570362,-17.821105
11.440,0.159374,-1.523959,6.620974,1.339453,-17.247190
11.450,-0.018567,-1.229833,6.455217,1.125626,-16.575712
11.460,-0.195182,-1.568231,6.289065,0.908920,-16.615110
11.470,-0.370438,-5.222068,6.117429,0.618097,-17.163622
11.480,-0.544306,-1.490152,5.958424,0.420107,-15.900562
11.490,-0.716754,-5.992357,5.800942,0.137525,-15.748202
11.500,-0.887753,-6.205661,5.638154,-0.148870,-16.278727
11.510,-1.057274,-9.071849,5.483089,-0.479294,-15.506583
11.520,-1.225287,-5.312066,5.324023,-0.731834,-15.906516
11.530,-1.391766,-5.931659,5.159833,-0.996736,-16.418995
11.540,-1.556684,-6.092471,5.007293,-1.248141,-15.254056
11.550,-1.720013,-5.299280,4.851656,-1.481688,-15.563711
11.560,-1.881728,4.638555,4.696771,-1.511070,-15.488485
11.570,-2.041804,-1.370775,4.555310,-1.646896,-14.146083
11.580,-2.200217,-3.106785,4.384134,-1.843847,-17.117637
11.590,-2.356943,-0.130533,4.222921,-1.967569,-16.121257
11.600,-2.511959,2.320195,4.065274,-2.036307,-15.764687
11.610,-2.665243,4.343153,3.915960,-2.055046,-14.931384
11.620,-2.816774,4.541826,3.769279,-2.066856,-14.668105
11.630,-2.966532,4.655207,3.614360,-2.084235,-15.491894
11.640,-3.114495,0.793440,3.465422,-2.172641,-14.893824
11.650,-3.260646,2.357212,3.319301,-2.225243,-14.612159
11.660,-3.404965,-1.878061,3.201565,-2.333680,-11.773535
11.670,-3.547435,-2.660301,3.080442,-2.458913,-12.112346
11.680,-3.688040,-4.978356,2.943484,-2.643521,-13.695760
11.690,-3.826762,-7.288485,2.808801,-2.868409,-13.468280
11.700,-3.963588,-3.258008,2.669738,-3.012483,-13.906339
11.710,-4.098502,-5.674562,2.526522,-3.206077,-14.321632
11.720,-4.231490,-6.225033,2.399567,-3.390871,-12.695451
11.730,-4.362541,-9.561321,2.267509,-3.643697,-13.205794
11.740,-4.491641,-8.379196,2.144711,-3.858749,-12.279784
11.750,-4.618779,-15.021634,2.011758,-4.212301,-13.295365
11.760,-4.743945,-8.382886,1.887487,-4.417498,-12.427061
11.770,-4.867128,-9.657609,1.772488,-4.635000,-11.499925
11.780,-4.988321,-7.765068,1.661224,-4.806639,-11.126348
11.790,-5.107515,-7.343096,1.552374,-4.964042,-10.885052
11.800,-5.224702,-9.521031,1.431629,-5.173511,-12.074439
11.810,-5.339876,-9.443019,1.330302,-5.358202,-10.132702
11.820,-5.453031,-6.098301,1.217758,-5.483298,-11.254486
11.830,-5.564162,-1.594655,1.118703,-5.502598,-9.905442
11.840,-5.673265,-0.127469,1.016530,-5.495225,-10.217274
11.850,-5.780337,-4.353816,0.905464,-5.581242,-11.106612
11.860,-5.885375,-2.767262,0.804914,-5.623501,-10.054983
11.870,-5.988378,-1.847490,0.711853,-5.639181,-9.306119
11.880,-6.089344,-1.025392,0.622810,-5.634168,-8.904366
11.890,-6.188273,-3.998339,0.529771,-5.692629,-9.303878
11.900,-6.285165,-4.955261,0.452150,-5.753950,-7.762114
11.910,-6.380023,-4.563333,0.372368,-5.808324,-7.978157
11.920,-6.472849,-3.640388,0.284504,-5.851072,-8.786374
11.930,-6.563644,-8.315458,0.206723,-5.976586,-7.778173
11.940,-6.652414,-7.233995,0.140434,-6.066697,-6.628867
11.950,-6.739162,-5.858436,0.076378,-6.125307,-6.405635
11.960,-6.823894,-13.207804,-0.011173,-6.352757,-8.755108
11.970,-6.906616,-11.721421,-0.094306,-6.541600,-8.313263
11.980,-6.987335,-9.626091,-0.156148,-6.663894,-6.184146
11.990,-7.066058,-13.890983,-0.236343,-6.887028,-8.019542
12.000,-7.142794,-14.575503,-0.316669,-7.119517,-8.032654
12.010,-7.217551,-4.308811,-0.388332,-7.133532,-7.166220
12.020,-7.290339,-8.055844,-0.450779,-7.213177,-6.244740
12.030,-7.361169,-4.599931,-0.515455,-7.224294,-6.467582
12.040,-7.430052,-6.357639,-0.582575,-7.272739,-6.712017
12.050,-7.497000,-8.354112,-0.647956,-7.358439,-6.538066
12.060,-7.562026,-6.362800,-0.711726,-7.401021,-6.376995
12.070,-7.625143,-6.824019,-0.774931,-7.451422,-6.320532
12.080,-7.686365,-5.134157,-0.810960,-7.440385,-3.602854
12.090,-7.745706,-9.116570,-0.860988,-7.522937,-5.002893
12.100,-7.803183,-7.700167,-0.904447,-7.569070,-4.345810
12.110,-7.858810,-8.012600,-0.957071,-7.629513,-5.262433
12.120,-7.912606,-6.152236,-1.005447,-7.647376,-4.837596
12.130,-7.964587,-10.527535,-1.056238,-7.754754,-5.079101
12.140,-8.014771,-5.472329,-1.120747,-7.772324,-6.450885
12.150,-8.063177,-6.897355,-1.173298,-7.806325,-5.255080
12.160,-8.109825,-11.402137,-1.227560,-7.931418,-5.426279
12.170,-8.154733,-5.134076,-1.283608,-7.930398,-5.604740
12.180,-8.197923,-2.612690,-1.329512,-7.869030,-4.590404
12.190,-8.239415,-5.734830,-1.353567,-7.849920,-2.405491
12.200,-8.279232,-4.711770,-1.386912,-7.819835,-3.334535
12.210,-8.317395,-8.103967,-1.407935,-7.846120,-2.102314
12.220,-8.353927,-12.507690,-1.434376,-7.965264,-2.644060
12.230,-8.388852,-12.999153,-1.456248,-8.087376,-2.187237
12.240,-8.422193,-7.784488,-1.490017,-8.114412,-3.376849
12.250,-8.453975,-9.933922,-1.510839,-8.171208,-2.082278
12.260,-8.484222,-10.770662,-1.528502,-8.240507,-1.766286
12.270,-8.512960,-8.669826,-1.555112,-8.275171,-2.660953
12.280,-8.540214,-7.001251,-1.571162,-8.265421,-1.604988
12.290,-8.566012,-12.197906,-1.585715,-8.358333,-1.455310
12.300,-8.590380,-9.712574,-1.607777,-8.407039,-2.206240
12.310,-8.613344,-4.838667,-1.633036,-8.360425,-2.525893
12.320,-8.634933,-11.323154,-1.657425,-8.443580,-2.438847
12.330,-8.655175,-6.480772,-1.670315,-8.416957,-1.289032
12.340,-8.674098,-9.885925,-1.679977,-8.455805,-0.966186
12.350,-8.691731,-7.327246,-1.697320,-8.450230,-1.734276
12.360,-8.708103,-5.964784,-1.706863,-8.409874,-0.954390
12.370,-8.723244,-6.870040,-1.710839,-8.382974,-0.397608
12.380,-8.737184,-6.464285,-1.713248,-8.346960,-0.240876
12.390,-8.749953,-11.628936,-1.707032,-8.406508,0.621642
12.400,-8.761581,-5.977432,-1.701890,-8.352887,0.514214
12.410,-8.772100,-10.903833,-1.713880,-8.415656,-1.199017
12.420,-8.781541,-8.132686,-1.703328,-8.399656,1.055139
12.430,-8.789935,-8.144319,-1.709463,-8.400561,-0.613417
12.440,-8.797313,-7.584507,-1.701991,-8.376918,0.747172
12.450,-8.803709,-7.961317,-1.701367,-8.367995,0.062364
12.460,-8.809154,-10.918679,-1.703650,-8.421245,-0.228275
12.470,-8.813680,-12.188349,-1.716195,-8.508882,-1.254496
12.480,-8.817321,-6.636449,-1.714781,-8.470048,0.141356
12.490,-8.820108,-8.355522,-1.723634,-8.476432,-0.885242
12.500,-8.822075,-5.948633,-1.711469,-8.413955,1.216456
12.510,-8.823256,-8.935088,-1.694138,-8.407394,1.733082
12.520,-8.823682,-12.336593,-1.694580,-8.486411,-0.044182
12.530,-8.823389,-6.408065,-1.685528,-8.435972,0.905277
12.540,-8.822408,-9.748335,-1.684024,-8.460745,0.150386
12.550,-8.820775,-7.965766,-1.681108,-8.447989,0.291547
12.560,-8.818522,-10.437170,-1.666366,-8.473325,1.474196
12.570,-8.815683,-4.704929,-1.657560,-8.389327,0.880659
12.580,-8.812292,-11.003704,-1.633992,-8.418519,2.356718
12.590,-8.808383,-9.651957,-1.627699,-8.437020,0.629342
12.600,-8.803989,-8.535368,-1.609086,-8.420746,1.861343
12.610,-8.799145,-11.529601,-1.597254,-8.471328,1.183169
12.620,-8.793885,-7.967586,-1.579435,-8.443791,1.781846
12.630,-8.788241,-4.758465,-1.571194,-8.362008,0.824108
12.640,-8.782248,-10.008403,-1.559440,-8.383417,1.175427
12.650,-8.775939,-7.788082,-1.547915,-8.360215,1.152552
12.660,-8.769349,-15.642937,-1.541888,-8.499964,0.602629
12.670,-8.762510,-8.859833,-1.523645,-8.489283,1.824320
12.680,-8.755456,-9.538062,-1.505298,-8.492278,1.834701
12.690,-8.748220,-10.794464,-1.487239,-8.520624,1.805874
12.700,-8.740835,-6.037209,-1.461501,-8.445733,2.573827
12.710,-8.733335,-9.548944,-1.436364,-8.443163,2.513666
12.720,-8.725751,-9.169445,-1.425755,-8.447292,1.060901
12.730,-8.718118,-9.661100,-1.409128,-8.455273,1.662713
12.740,-8.710466,-13.502506,-1.400473,-8.547735,0.865575
12.750,-8.702829,-11.532795,-1.386671,-8.593911,1.380117
12.760,-8.695237,-6.292504,-1.377917,-8.539304,0.875425
12.770,-8.687724,-13.962601,-1.351498,-8.621879,2.641914
12.780,-8.680320,-10.596109,-1.335255,-8.645445,1.624317
12.790,-8.673057,-9.672357,-1.323821,-8.654779,1.143331
12.800,-8.665965,-4.306910,-1.301282,-8.545733,2.253970
12.810,-8.659075,-6.737566,-1.305873,-8.514069,-0.459141
12.820,-8.652418,-10.045344,-1.309460,-8.548209,-0.358666
12.830,-8.646023,-5.384739,-1.290844,-8.466697,1.861573
12.840,-8.639920,-10.491210,-1.278418,-8.495009,1.242620
12.850,-8.634138,-6.111389,-1.264808,-8.433999,1.361038
12.860,-8.628706,-12.025899,-1.264176,-8.505218,0.063131
12.870,-8.623653,-5.940509,-1.253512,-8.443473,1.066397
12.880,-8.619007,-9.634341,-1.227055,-8.441362,2.645737
12.890,-8.614795,-11.186055,-1.210480,-8.480013,1.657487
12.900,-8.611044,-9.153903,-1.199616,-8.482844,1.086385
12.910,-8.607782,-7.914422,-1.194124,-8.466093,0.549207
12.920,-8.605035,-9.841906,-1.188804,-8.488396,0.532006
12.930,-8.602829,-7.217945,-1.197915,-8.471915,-0.911049
12.940,-8.601189,-10.058674,-1.188509,-8.494433,0.940544
12.950,-8.600140,-7.049209,-1.175004,-8.452294,1.350468
12.960,-8.599707,-7.494152,-1.181496,-8.439493,-0.649188
12.970,-8.599914,-8.752222,-1.181326,-8.445581,0.017029
12.980,-8.600784,-9.704240,-1.185799,-8.475137,-0.447274
12.990,-8.602340,-8.223488,-1.189432,-8.473665,-0.363315
13.000,-8.604605,-7.228970,-1.185634,-8.445049,0.379808
13.010,-8.607600,-3.453102,-1.199680,-8.358975,-1.404599
13.020,-8.611346,-6.262795,-1.192898,-8.310406,0.678139
13.030,-8.615865,-6.175890,-1.185783,-8.260742,0.711564
13.040,-8.621177,-0.899896,-1.187509,-8.115217,-0.172630
13.050,-8.627300,-7.337404,-1.207894,-8.119637,-2.038467
13.060,-8.634255,-7.422646,-1.217244,-8.114861,-0.935053
13.070,-8.642059,-6.882021,-1.209618,-8.082731,0.762582
13.080,-8.650730,-11.173144,-1.234955,-8.169370,-2.533698
13.090,-8.660285,-9.770039,-1.241741,-8.208033,-0.678564
13.100,-8.670740,-9.936164,-1.256095,-8.256662,-1.435404
13.110,-8.682113,-7.063078,-1.255497,-8.232204,0.059844
13.120,-8.694417,-9.129853,-1.267675,-8.262092,-1.217799
13.130,-8.707667,-8.362108,-1.272173,-8.268501,-0.449861
13.140,-8.721877,-6.003241,-1.276347,-8.227285,-0.417325
13.150,-8.737061,-6.579184,-1.271333,-8.189410,0.501331
13.160,-8.753230,-9.157533,-1.283625,-8.220819,-1.229179
13.170,-8.770397,-10.445385,-1.292288,-8.273800,-0.866316
13.180,-8.788573,-5.950386,-1.316854,-8.251406,-2.456603
13.190,-8.807768,-6.873040,-1.321041,-8.227942,-0.418648
13.200,-8.827993,-12.843635,-1.341868,-8.340666,-2.082747
13.210,-8.849255,-9.632140,-1.362140,-8.386362,-2.027176
13.220,-8.871564,-8.457776,-1.379154,-8.404464,-1.701404
13.230,-8.894927,-6.947853,-1.409551,-8.405121,-3.039676
13.240,-8.919352,-6.644098,-1.426678,-8.386686,-1.712772
13.250,-8.944843,-8.235078,-1.438967,-8.395696,-1.228819
13.260,-8.971407,-7.508289,-1.457726,-8.396332,-1.875963
13.270,-8.999049,-8.838707,-1.492620,-8.439376,-3.489385
13.280,-9.027773,-10.712402,-1.516876,-8.508607,-2.425637
13.290,-9.057581,-9.710742,-1.535292,-8.550698,-1.841584
13.300,-9.088477,-9.040999,-1.575757,-8.600159,-4.046434
13.310,-9.120462,-9.207160,-1.610885,-8.646725,-3.512838
13.320,-9.153537,-13.867470,-1.631493,-8.771336,-2.060845
13.330,-9.187704,-10.181412,-1.658044,-8.825557,-2.655057
13.340,-9.222960,-9.082446,-1.684549,-8.856670,-2.650533
13.350,-9.259306,-9.962731,-1.700563,-8.894484,-1.601341
13.360,-9.296739,-9.913798,-1.728790,-8.942533,-2.822697
13.370,-9.335257,-8.115278,-1.756585,-8.953227,-2.779533
13.380,-9.374856,-12.072249,-1.769037,-9.027810,-1.245179
