time_sec,true_angle_deg,accel_angle_deg,gyro_angle_deg,complementary_angle_deg,measured_gyro_rate_deg_s
4.580,-6.176043,-10.782004,-3.667733,-6.011685,-19.183742
4.590,-6.376567,-11.168061,-3.862464,-6.305649,-19.473058
4.600,-6.577090,-9.725623,-4.054452,-6.562197,-19.198867
4.610,-6.777567,-10.060486,-4.255550,-6.829238,-20.109757
4.620,-6.977951,-7.364478,-4.462582,-7.042835,-20.703212
4.630,-7.178198,-10.150398,-4.673320,-7.311510,-21.073856
4.640,-7.378261,-9.135148,-4.876207,-7.546812,-20.288693
4.650,-7.578094,-9.513308,-5.073572,-7.779559,-19.736438
4.660,-7.777651,-8.878920,-5.269313,-7.993373,-19.574151
4.670,-7.976886,-4.670625,-5.446866,-8.100920,-17.755296
4.680,-8.175752,-6.520883,-5.630678,-8.249454,-18.381148
4.690,-8.374204,-8.333881,-5.830596,-8.447063,-19.991854
4.700,-8.572196,-9.724762,-6.019553,-8.657794,-18.895627
4.710,-8.769680,-9.852762,-6.214017,-8.872268,-19.446445
4.720,-8.966611,-8.147245,-6.406923,-9.046816,-19.290640
4.730,-9.162943,-7.702521,-6.595450,-9.204686,-18.852638
4.740,-9.358629,-11.627673,-6.779837,-9.433845,-18.438699
4.750,-9.553624,-9.462422,-6.971176,-9.621930,-19.133975
4.760,-9.747881,-14.826930,-7.150531,-9.901797,-17.935424
4.770,-9.941354,-9.412070,-7.346725,-10.084272,-19.619407
4.780,-10.133998,-8.228625,-7.532880,-10.229592,-18.615564
4.790,-10.325767,-11.025938,-7.697408,-10.406756,-16.452716
4.800,-10.516615,-5.975298,-7.879988,-10.497055,-18.258067
4.810,-10.706497,-12.909594,-8.051899,-10.713779,-17.191109
4.820,-10.895369,-10.351768,-8.233510,-10.884518,-18.161106
4.830,-11.083184,-11.172746,-8.410129,-11.063368,-17.661854
4.840,-11.269898,-11.520642,-8.590725,-11.249498,-18.059591
4.850,-11.455467,-11.741273,-8.771062,-11.436064,-18.033737
4.860,-11.639846,-11.372084,-8.955060,-11.615103,-18.399826
4.870,-11.822992,-9.703095,-9.128125,-11.746466,-17.306438
4.880,-12.004860,-8.560519,-9.310145,-11.861126,-18.201986
4.890,-12.185407,-12.191033,-9.478685,-12.032894,-16.854032
4.900,-12.364590,-10.326300,-9.642482,-12.159283,-16.379714
4.910,-12.542366,-14.296783,-9.810601,-12.366790,-16.811894
4.920,-12.718692,-10.803804,-9.982472,-12.503963,-17.187060
4.930,-12.893527,-14.798506,-10.146908,-12.711002,-16.443632
4.940,-13.066828,-10.340179,-10.315891,-12.829189,-16.898326
4.950,-13.238555,-7.711953,-10.473325,-12.881129,-15.743411
4.960,-13.408665,-13.713875,-10.651259,-13.072159,-17.793354
4.970,-13.577119,-19.058478,-10.815550,-13.352890,-16.429056
4.980,-13.743877,-15.114059,-10.991365,-13.560413,-17.581564
4.990,-13.908898,-10.829210,-11.161459,-13.672481,-17.009357
5.000,-14.072143,-12.689451,-11.306886,-13.795339,-14.542706
5.010,-14.233574,-13.611290,-11.454229,-13.936054,-14.734278
5.020,-14.393151,-11.871481,-11.612617,-14.049983,-15.838830
5.030,-14.550839,-13.339705,-11.775360,-14.195265,-16.274311
5.040,-14.706598,-11.662285,-11.947853,-14.313649,-17.249286
5.050,-14.860392,-12.561833,-12.098994,-14.426731,-15.114159
5.060,-15.012185,-11.207934,-12.224406,-14.485258,-12.541130
5.070,-15.161941,-14.264951,-12.363647,-14.617308,-13.924110
5.080,-15.309625,-13.046477,-12.508754,-14.728097,-14.510742
5.090,-15.455203,-16.223020,-12.643541,-14.890086,-13.478656
5.100,-15.598640,-17.102292,-12.792378,-15.080191,-14.883753
5.110,-15.739903,-11.472983,-12.928916,-15.141854,-13.653799
5.120,-15.878958,-15.338447,-13.060057,-15.274304,-13.114064
5.130,-16.015775,-14.003574,-13.190427,-15.376652,-13.037046
5.140,-16.150322,-15.840972,-13.311497,-15.504587,-12.106917
5.150,-16.282567,-17.748856,-13.433818,-15.669347,-12.232184
5.160,-16.412480,-16.385023,-13.551204,-15.798699,-11.738586
5.170,-16.540032,-12.950047,-13.677068,-15.865072,-12.586366
5.180,-16.665193,-15.277093,-13.787838,-15.961867,-11.076981
5.190,-16.787936,-21.066619,-13.890326,-16.164401,-10.248861
5.200,-16.908233,-17.446345,-14.011148,-16.308445,-12.082190
5.210,-17.026058,-12.570323,-14.128825,-16.349006,-11.767640
5.220,-17.141383,-17.675875,-14.226202,-16.470973,-9.737694
5.230,-17.254184,-21.755381,-14.333259,-16.681577,-10.705733
5.240,-17.364436,-12.631814,-14.424994,-16.690482,-9.173508
5.250,-17.472115,-15.766134,-14.528915,-16.773838,-10.392148
5.260,-17.577199,-17.752231,-14.615049,-16.877817,-8.613358
5.270,-17.679663,-18.608208,-14.709142,-17.004636,-9.409280
5.280,-17.779488,-15.073608,-14.799570,-17.054635,-9.042833
5.290,-17.876652,-19.231610,-14.876876,-17.173934,-7.730541
5.300,-17.971134,-15.100493,-14.966902,-17.220691,-9.002662
5.310,-18.062917,-16.707428,-15.058854,-17.300539,-9.195183
5.320,-18.151980,-17.540275,-15.144138,-17.388911,-8.528365
5.330,-18.238307,-17.874520,-15.219469,-17.472448,-7.533145
5.340,-18.321880,-18.759300,-15.308184,-17.585126,-8.871467
5.350,-18.402684,-15.788584,-15.376495,-17.616140,-6.831162
5.360,-18.480703,-20.644060,-15.451425,-17.750129,-7.492947
5.370,-18.555923,-22.610735,-15.510056,-17.904800,-5.863068
5.380,-18.628329,-17.092229,-15.594204,-17.971013,-8.414792
5.390,-18.697910,-17.119814,-15.662658,-18.021075,-6.845464
5.400,-18.764654,-17.564051,-15.735469,-18.083289,-7.281058
5.410,-18.828548,-17.809227,-15.798543,-18.139621,-6.307469
5.420,-18.889583,-19.690934,-15.850163,-18.221234,-5.161967
5.430,-18.947750,-16.979043,-15.902325,-18.247509,-5.216194
5.440,-19.003039,-19.116935,-15.952199,-18.313774,-4.987411
5.450,-19.055444,-20.273228,-15.998431,-18.398271,-4.623220
5.460,-19.104957,-19.884685,-16.038868,-18.467627,-4.043679
5.470,-19.151572,-14.099973,-16.086100,-18.426561,-4.723174
5.480,-19.195284,-23.532724,-16.116703,-18.558676,-3.060345
5.490,-19.236088,-17.986618,-16.144751,-18.574722,-2.804782
5.500,-19.273982,-23.471758,-16.172108,-18.699472,-2.735671
5.510,-19.308962,-19.579546,-16.195178,-18.739682,-2.307042
5.520,-19.341028,-20.425096,-16.217414,-18.795182,-2.223569
5.530,-19.370177,-24.582747,-16.222824,-18.916235,-0.541034
5.540,-19.396409,-18.423815,-16.242296,-18.925469,-1.947195
5.550,-19.419727,-20.369822,-16.260614,-18.972307,-1.831739
5.560,-19.440131,-24.688147,-16.279590,-19.105221,-1.897657
5.570,-19.457624,-17.358703,-16.297887,-19.088222,-1.829703
5.580,-19.472209,-15.884693,-16.314976,-19.040899,-1.708909
5.590,-19.483890,-15.758579,-16.326319,-18.986368,-1.134275
5.600,-19.492673,-18.595282,-16.328221,-18.980411,-0.190237
5.610,-19.498564,-19.383419,-16.323995,-18.984329,0.422653
5.620,-19.501569,-16.181178,-16.319152,-18.923519,0.484321
5.630,-19.501696,-15.295737,-16.317968,-18.849804,0.118366
5.640,-19.498953,-16.665031,-16.300594,-18.789081,1.737442
5.650,-19.493350,-21.847194,-16.281650,-18.831679,1.894356
5.660,-19.484897,-18.981535,-16.267054,-18.820372,1.459587
5.670,-19.473604,-18.374814,-16.253571,-18.798247,1.348317
5.680,-19.459484,-23.983526,-16.227656,-18.876556,2.591522
5.690,-19.442548,-18.269147,-16.201816,-18.839085,2.583991
5.700,-19.422811,-13.740332,-16.186270,-18.721875,1.554566
5.710,-19.400287,-17.800447,-16.156903,-18.674667,2.936681
5.720,-19.374990,-15.691457,-16.122132,-18.580927,3.477156
5.730,-19.346936,-18.889650,-16.093906,-18.559439,2.822618
5.740,-19.316143,-19.499188,-16.054232,-18.539354,3.967401
5.750,-19.282626,-18.329447,-16.025001,-18.506510,2.923051
5.760,-19.246404,-21.285971,-15.970747,-18.508930,5.425394
5.770,-19.207497,-21.616935,-15.914523,-18.515991,5.622419
5.780,-19.165923,-16.000162,-15.867646,-18.419735,4.687661
5.790,-19.121704,-15.690848,-15.813207,-18.311806,5.443982
5.800,-19.074859,-21.552625,-15.778340,-18.342453,3.486680
5.810,-19.025411,-16.605414,-15.730853,-18.261175,4.748721
5.820,-18.973383,-19.190783,-15.673896,-18.223949,5.695669
5.830,-18.918797,-18.069276,-15.620621,-18.168646,5.327519
5.840,-18.861678,-17.711132,-15.550532,-18.090809,7.008847
5.850,-18.802051,-16.316175,-15.467685,-17.974126,8.284773
5.860,-18.739940,-18.533144,-15.407758,-17.926578,5.992686
5.870,-18.675371,-15.149966,-15.342674,-17.807263,6.508416
5.880,-18.608372,-17.834840,-15.266589,-17.733252,7.608458
5.890,-18.538969,-16.978509,-15.177110,-17.630467,8.947942
5.900,-18.467191,-20.550347,-15.107937,-17.621075,6.917275
5.910,-18.393066,-12.996418,-15.024660,-17.446971,8.327642
5.920,-18.316623,-17.142060,-14.926503,-17.344679,9.815742
5.930,-18.237892,-16.455398,-14.853857,-17.255700,7.264577
5.940,-18.156903,-22.177368,-14.776004,-17.277837,7.785344
5.950,-18.073688,-20.130443,-14.689080,-17.249704,8.692404
5.960,-17.988277,-14.893568,-14.600752,-17.116021,8.832728
5.970,-17.900704,-17.183476,-14.499613,-17.018253,10.113955
5.980,-17.811000,-22.595449,-14.400927,-17.033085,9.868586
5.990,-17.719199,-15.123474,-14.316294,-16.911952,8.463333
6.000,-17.625334,-18.984791,-14.211291,-16.850506,10.500282
6.010,-17.529439,-14.001147,-14.113020,-16.697213,9.827131
6.020,-17.431550,-17.651140,-13.997955,-16.603528,11.506439
6.030,-17.331702,-16.819935,-13.896165,-16.508102,10.178991
6.040,-17.229929,-14.282543,-13.792542,-16.362040,10.362367
6.050,-17.126269,-19.370001,-13.677626,-16.309582,11.491534
6.060,-17.020757,-19.502874,-13.559104,-16.257296,11.852270
6.070,-16.913430,-17.404676,-13.441304,-16.164799,11.779996
6.080,-16.804326,-14.736394,-13.338815,-16.035792,10.248876
6.090,-16.693483,-20.020676,-13.216817,-15.995932,12.199828
6.100,-16.580938,-20.751025,-13.105715,-15.982154,11.110174
6.110,-16.466731,-14.407428,-12.982813,-15.830215,12.290199
6.120,-16.350899,-17.858345,-12.871578,-15.761768,11.123452
6.130,-16.233482,-17.214047,-12.743818,-15.665608,12.776031
6.140,-16.114519,-20.756545,-12.624555,-15.650550,11.926267
6.150,-15.994051,-17.691499,-12.507615,-15.576767,11.694023
6.160,-15.872117,-15.891035,-12.373258,-15.451382,13.435754
6.170,-15.748757,-13.422812,-12.241272,-15.281465,13.198538
6.180,-15.624012,-17.552088,-12.114767,-15.202903,12.650497
6.190,-15.497923,-11.354483,-11.970417,-14.984472,14.434987
6.200,-15.370531,-17.081921,-11.839920,-14.898533,13.049775
6.210,-15.241877,-16.949607,-11.704399,-14.806744,13.552103
6.220,-15.112003,-11.268609,-11.565783,-14.600138,13.861517
6.230,-14.980950,-14.452299,-11.433119,-14.467170,13.266455
6.240,-14.848759,-16.228821,-11.290612,-14.362746,14.250715
6.250,-14.715474,-15.103306,-11.155067,-14.244724,13.554466
6.260,-14.581135,-11.198451,-11.017516,-14.048998,13.755130
6.270,-14.445785,-10.780278,-10.864780,-13.833943,15.273549
6.280,-14.309466,-16.351449,-10.730323,-13.752525,13.445732
6.290,-14.172221,-14.278305,-10.605938,-13.641143,12.438508
6.300,-14.034091,-13.808699,-10.448500,-13.490205,15.743772
6.310,-13.895120,-16.360721,-10.282735,-13.385165,16.576531
6.320,-13.755350,-13.894563,-10.139828,-13.255305,14.290653
6.330,-13.614823,-13.601516,-10.008439,-13.133467,13.138950
6.340,-13.473582,-10.623058,-9.863345,-12.941068,14.509339
6.350,-13.331668,-10.313106,-9.717407,-12.745489,14.593809
6.360,-13.189126,-14.012149,-9.570091,-12.626452,14.731669
6.370,-13.045996,-13.580879,-9.429596,-12.507855,14.049485
6.380,-12.902322,-11.241591,-9.275034,-12.331059,15.456205
6.390,-12.758145,-14.221116,-9.120431,-12.217350,15.460304
6.400,-12.613508,-11.141908,-8.981540,-12.059727,13.889108
6.410,-12.468452,-12.688219,-8.824702,-11.918597,15.683730
6.420,-12.323021,-14.746517,-8.656682,-11.810495,16.802078
6.430,-12.177254,-14.569346,-8.503393,-11.715449,15.328889
6.440,-12.031194,-8.413547,-8.353906,-11.502913,14.948703
6.450,-11.884883,-12.275936,-8.202625,-11.370119,15.128070
6.460,-11.738361,-7.637475,-8.045096,-11.141088,15.752877
6.470,-11.591669,-12.875760,-7.906186,-11.039649,13.891043
6.480,-11.444849,-10.716836,-7.752006,-10.882097,15.417934
6.490,-11.297941,-5.316249,-7.602198,-10.623968,14.980850
6.500,-11.150985,-13.794452,-7.434455,-10.522990,16.774263
6.510,-11.004021,-15.748557,-7.282901,-10.478977,15.155458
6.520,-10.857089,-7.640613,-7.116661,-10.259295,16.623939
6.530,-10.710228,-12.777251,-6.972686,-10.168559,14.397539
6.540,-10.563478,-10.615244,-6.815312,-10.023266,15.737343
6.550,-10.416877,-11.881673,-6.660250,-9.908474,15.506196
6.560,-10.270465,-9.600058,-6.514903,-9.759865,14.534748
6.570,-10.124278,-12.500618,-6.361429,-9.664275,15.347418
6.580,-9.978355,-10.428205,-6.199956,-9.521311,16.147275
6.590,-9.832733,-8.708194,-6.051093,-9.359163,14.886267
6.600,-9.687449,-12.208221,-5.913532,-9.281334,13.756094
6.610,-9.542539,-11.292749,-5.762969,-9.174011,15.056341
6.620,-9.398041,-10.266498,-5.619913,-9.055666,14.305587
6.630,-9.253989,-12.826027,-5.472841,-8.986942,14.707238
6.640,-9.110419,-10.166821,-5.324182,-8.864853,14.865922
6.650,-8.967365,-8.670374,-5.189049,-8.728533,13.513294
6.660,-8.824862,-9.823735,-5.053764,-8.617858,13.528504
6.670,-8.682944,-9.361386,-4.902298,-8.484293,15.146539
6.680,-8.541644,-8.591399,-4.759506,-8.346498,14.279256
6.690,-8.400996,-10.040354,-4.633716,-8.257102,12.578923
6.700,-8.261030,-6.533374,-4.481830,-8.073778,15.188675
6.710,-8.121780,-4.531834,-4.334773,-7.858824,14.705625
6.720,-7.983276,-9.144227,-4.196369,-7.748896,13.840462
6.730,-7.845548,-6.632553,-4.063580,-7.596436,13.278890
6.740,-7.708628,-8.307671,-3.914392,-7.464456,14.918808
6.750,-7.572545,-6.658827,-3.769947,-7.306787,14.444524
6.760,-7.437328,-3.522879,-3.610115,-7.074474,15.983140
6.770,-7.303004,-6.031355,-3.466891,-6.913252,14.322417
6.780,-7.169602,-11.603139,-3.324862,-6.867862,14.202891
6.790,-7.037149,-5.902160,-3.188232,-6.714650,13.662964
6.800,-6.905672,-3.823513,-3.044722,-6.516187,14.351085
6.810,-6.775196,-7.329187,-2.903758,-6.394303,14.096332
6.820,-6.645747,-4.156660,-2.758821,-6.207511,14.493751
6.830,-6.517349,-8.242638,-2.629131,-6.121118,12.968992
6.840,-6.390026,-10.103874,-2.499840,-6.074068,12.929043
6.850,-6.263801,-5.910879,-2.372009,-5.945530,12.783110
6.860,-6.138698,-10.529890,-2.235151,-5.903096,13.685831
6.870,-6.014738,-6.614165,-2.093786,-5.778779,14.136528
6.880,-5.891941,-2.674836,-1.969253,-5.594658,12.453306
6.890,-5.770330,-10.544737,-1.845642,-5.572521,12.361090
6.900,-5.649923,-8.848665,-1.717334,-5.512303,12.830752
6.910,-5.530740,-8.110821,-1.594738,-5.444129,12.259585
6.920,-5.412799,-5.571099,-1.463811,-5.318360,13.092734
6.930,-5.296118,-6.210410,-1.359783,-5.234253,10.402831
6.940,-5.180714,-1.682873,-1.245639,-5.051364,11.414389
6.950,-5.066603,-2.680732,-1.132442,-4.893018,11.319731
6.960,-4.953801,-3.715619,-1.032864,-4.771884,9.957776
6.970,-4.842322,-4.478246,-0.923763,-4.659092,10.910104
6.980,-4.732181,-3.749106,-0.815618,-4.534911,10.814477
6.990,-4.623390,-6.778346,-0.703118,-4.469529,11.250012
7.000,-4.515963,-2.372937,-0.581474,-4.308387,12.164345
7.010,-4.409911,-7.190021,-0.472076,-4.258809,10.939858
7.020,-4.305245,-2.216802,-0.370355,-4.118282,10.172122
7.030,-4.201975,-1.236619,-0.262244,-3.954700,10.811085
7.040,-4.100112,-3.572950,-0.146694,-3.833827,11.554948
7.050,-3.999663,-4.440196,-0.048765,-3.749983,9.792963
7.060,-3.900637,-2.899862,0.048262,-3.637895,9.702628
7.070,-3.803041,-10.956837,0.155608,-3.679075,10.734598
7.080,-3.706882,-2.951236,0.255274,-3.566845,9.966590
7.090,-3.612165,-3.895550,0.360447,-3.470350,10.517333
7.100,-3.518895,-3.645465,0.458882,-3.377386,9.843496
7.110,-3.427077,-1.660745,0.561586,-3.242403,10.270432
7.120,-3.336713,-3.523635,0.648940,-3.162420,8.735421
7.130,-3.247807,-6.098324,0.743020,-3.128940,9.407969
7.140,-3.160360,-3.513867,0.834051,-3.047428,9.103085
7.150,-3.074374,-2.905485,0.915579,-2.964692,8.152849
7.160,-2.989849,-2.702514,0.992866,-2.883707,7.728702
7.170,-2.906784,-2.501986,1.086687,-2.784128,9.382081
7.180,-2.825179,-0.226757,1.170756,-2.650593,8.406868
7.190,-2.745032,-5.460118,1.247998,-2.631087,7.724177
7.200,-2.666339,-2.227088,1.331195,-2.541473,8.319730
7.210,-2.589098,0.635726,1.422736,-2.388219,9.154134
7.220,-2.513305,-6.849834,1.485563,-2.415882,6.282623
7.230,-2.438954,-1.989837,1.553222,-2.341055,6.765917
7.240,-2.366040,-3.829487,1.624037,-2.301424,7.081529
7.250,-2.294557,-3.221333,1.712498,-2.233131,8.846058
7.260,-2.224498,-4.486517,1.790110,-2.202139,7.761201
7.270,-2.155855,-2.579732,1.870188,-2.131214,8.007813
7.280,-2.088619,2.514520,1.933603,-1.976153,6.341540
7.290,-2.022781,-5.183857,1.995790,-1.979363,6.218703
7.300,-1.958332,-4.882357,2.069133,-1.965547,7.334268
7.310,-1.895261,-5.150097,2.137987,-1.961761,6.885414
7.320,-1.833556,2.484989,2.209404,-1.802837,7.141723
7.330,-1.773206,-2.929056,2.273582,-1.762468,6.417762
7.340,-1.714198,-1.778296,2.340151,-1.697547,6.656876
7.350,-1.656519,-2.663477,2.404437,-1.653864,6.428680
7.360,-1.600155,-3.961212,2.472374,-1.633434,6.793651
7.370,-1.545090,-2.132967,2.539252,-1.577884,6.687788
7.380,-1.491311,4.654298,2.585438,-1.407978,4.618585
7.390,-1.438801,2.041376,2.625343,-1.299883,3.990588
7.400,-1.387543,-3.519888,2.689997,-1.280923,6.465402
7.410,-1.337521,0.281415,2.754913,-1.186059,6.491531
7.420,-1.288716,-3.367523,2.800953,-1.184569,4.604002
7.430,-1.241111,-5.682030,2.839089,-1.237144,3.813645
7.440,-1.194686,1.354092,2.891726,-1.133736,5.263676
7.450,-1.149422,1.750810,2.949866,-1.019067,5.814031
7.460,-1.105299,1.509832,3.013810,-0.905824,6.394385
7.470,-1.062296,-2.236959,3.066394,-0.880915,5.258387
7.480,-1.020392,-1.437331,3.110786,-0.848539,4.439160
7.490,-0.979565,0.894849,3.149940,-0.775300,3.915411
7.500,-0.939793,0.038947,3.195287,-0.714575,4.534709
7.510,-0.901054,-1.885148,3.237128,-0.696983,4.184070
7.520,-0.863324,-4.911003,3.272245,-0.746849,3.511712
7.530,-0.826579,-0.541891,3.330899,-0.685268,5.865454
7.540,-0.790795,1.906729,3.386496,-0.578943,5.559714
7.550,-0.755947,-3.749918,3.435977,-0.593872,4.948042
7.560,-0.722011,0.874888,3.468104,-0.533012,3.212683
7.570,-0.688960,0.139894,3.513565,-0.475002,4.546120
7.580,-0.656769,1.218602,3.556457,-0.399096,4.289171
7.590,-0.625410,1.554528,3.596952,-0.320338,4.049536
7.600,-0.594859,-2.331022,3.643112,-0.315315,4.615965
7.610,-0.565086,-4.607484,3.683592,-0.361488,4.048005
7.620,-0.536064,-1.869863,3.724171,-0.351888,4.057975
7.630,-0.507766,1.715052,3.763217,-0.272284,3.904559
7.640,-0.480164,-1.835173,3.799213,-0.268266,3.599587
7.650,-0.453227,-2.188336,3.817561,-0.288686,1.834867
7.660,-0.426929,-4.980304,3.850225,-0.350508,3.266368
7.670,-0.401238,3.980381,3.877177,-0.237477,2.695176
7.680,-0.376126,1.688158,3.897776,-0.178777,2.059888
7.690,-0.351563,1.573177,3.941534,-0.100855,4.375844
7.700,-0.327518,2.091795,3.985167,-0.014242,4.363243
7.710,-0.303962,1.137809,4.025368,0.048196,4.020128
7.720,-0.280863,-0.891685,4.056295,0.059707,3.092699
7.730,-0.258191,-0.667602,4.095574,0.083654,3.927898
7.740,-0.235915,-1.304826,4.123764,0.083511,2.819023
7.750,-0.214004,6.372848,4.153131,0.238078,2.936733
7.760,-0.192425,1.197355,4.171811,0.275569,1.867981
7.770,-0.171148,-1.330650,4.202129,0.273156,3.031777
7.780,-0.150142,1.013600,4.229500,0.314789,2.737095
7.790,-0.129373,-2.656545,4.245745,0.271282,1.624457
7.800,-0.108810,3.652457,4.271811,0.364450,2.606613
7.810,-0.088421,-1.741094,4.297491,0.347505,2.567988
7.820,-0.068175,1.184539,4.338063,0.404007,4.057238
7.830,-0.048038,2.616907,4.371315,0.480852,3.325200
7.840,-0.027978,0.933943,4.397443,0.515520,2.612854
7.850,-0.007964,0.228211,4.425442,0.537212,2.799825
7.860,0.012038,0.039043,4.451807,0.553086,2.636494
7.870,0.032059,-0.109044,4.476230,0.563779,2.442353
7.880,0.052132,-1.389615,4.493685,0.541817,1.745533
7.890,0.072288,-1.051420,4.518692,0.534459,2.500649
7.900,0.092561,3.791537,4.539070,0.619571,2.037850
7.910,0.112983,-0.158359,4.555580,0.620192,1.650930
7.920,0.133585,-1.830906,4.586378,0.601352,3.079820
7.930,0.154400,-1.136344,4.616445,0.596064,3.006713
7.940,0.175459,2.926386,4.629349,0.655316,1.290380
7.950,0.196795,1.885811,4.655857,0.705904,2.650818
7.960,0.218438,1.619261,4.691636,0.759235,3.577907
7.970,0.240422,-0.403381,4.728279,0.771892,3.664250
7.980,0.262776,1.696182,4.765041,0.826404,3.676193
7.990,0.285532,-1.323371,4.794325,0.812107,2.928415
8.000,0.308721,-5.580097,4.816986,0.706471,2.266099
8.010,0.332375,-1.596813,4.838217,0.681212,2.123095
8.020,0.356523,-0.654705,4.871384,0.686997,3.316700
8.030,0.381195,-3.914955,4.905368,0.628262,3.398423
8.040,0.406423,-2.103735,4.947186,0.614605,4.181841
8.050,0.432235,1.825771,4.988105,0.678929,4.091902
8.060,0.458661,7.319148,5.019796,0.842789,3.169016
8.070,0.485731,-0.492897,5.043248,0.839059,2.345222
8.080,0.513473,6.047815,5.074787,0.974143,3.153965
8.090,0.541916,2.667707,5.111333,1.043829,3.654541
8.100,0.571088,4.932489,5.145267,1.154857,3.393404
8.110,0.601017,5.648734,5.176965,1.275799,3.169841
8.120,0.631731,5.180318,5.216108,1.392249,3.914284
8.130,0.663257,4.221523,5.250021,1.482070,3.391327
8.140,0.695621,4.595085,5.283793,1.577427,3.377213
8.150,0.728850,2.019519,5.325960,1.627592,4.216615
8.160,0.762970,-1.680451,5.363322,1.598046,3.736219
8.170,0.798006,2.468915,5.406782,1.658054,4.345985
8.180,0.833984,0.963245,5.451428,1.687911,4.464637
8.190,0.870928,-0.139223,5.485751,1.685005,3.432339
8.200,0.908862,-7.232360,5.526342,1.546437,4.059088
8.210,0.947809,-3.498886,5.583311,1.501360,5.696841
8.220,0.987794,-3.097919,5.620529,1.445848,3.721786
8.230,1.028838,-7.547393,5.651181,1.296022,3.065196
8.240,1.070964,-4.753954,5.684964,1.208129,3.378300
8.250,1.114194,-4.510359,5.734988,1.142784,5.002455
8.260,1.158548,1.275639,5.786162,1.195591,5.117372
8.270,1.204046,2.651662,5.837302,1.274830,5.114044
8.280,1.250710,-4.940011,5.900272,1.212243,6.296946
8.290,1.298558,6.963545,5.933339,1.359675,3.306698
8.300,1.347610,-0.014857,5.992168,1.389837,5.882935
8.310,1.397882,6.213043,6.061552,1.554297,6.938353
8.320,1.449394,7.530046,6.110669,1.721947,4.911723
8.330,1.502161,3.731060,6.167034,1.817367,5.636517
8.340,1.556201,8.277861,6.221695,2.000145,5.466069
8.350,1.611529,7.260304,6.276519,2.159076,5.482471
8.360,1.668160,9.032785,6.337199,2.356016,6.067982
8.370,1.726109,7.971047,6.413234,2.542831,7.603439
8.380,1.785389,9.781528,6.493885,2.766643,8.065167
8.390,1.846014,6.065631,6.558501,2.895947,6.461596
8.400,1.907996,4.294622,6.642408,3.006149,8.390699
8.410,1.971347,6.118528,6.712734,3.137316,7.032563
8.420,2.036078,3.407317,6.798190,3.226462,8.545583
8.430,2.102199,2.370169,6.870265,3.279970,7.207528
8.440,2.169721,-2.438033,6.945540,3.239380,7.527489
8.450,2.238652,-4.522329,7.024103,3.161138,7.856366
8.460,2.309001,-4.201774,7.126596,3.114322,10.249209
8.470,2.380775,-4.889831,7.211896,3.037833,8.530019
8.480,2.453981,-1.570604,7.286163,3.018446,7.426696
8.490,2.528625,-0.920594,7.375281,3.027001,8.911803
8.500,2.604713,-3.205227,7.455198,2.980675,7.991743
8.510,2.682249,1.641617,7.535543,3.032632,8.034445
8.520,2.761238,2.655787,7.628528,3.116220,9.298521
8.530,2.841682,1.234129,7.715950,3.164252,8.742188
8.540,2.923584,0.101162,7.806810,3.192034,9.086070
8.550,3.006946,7.673784,7.897015,3.370069,9.020421
8.560,3.091769,5.118422,7.991260,3.497397,9.424582
8.570,3.178052,6.987971,8.087674,3.661693,9.641355
8.580,3.265796,7.009326,8.166652,3.806044,7.897783
8.590,3.355000,6.535561,8.267916,3.959874,10.126421
8.600,3.445660,5.655535,8.357447,4.081527,8.953109
8.610,3.537774,11.112173,8.444748,4.307696,8.730126
8.620,3.631339,7.403251,8.544569,4.467431,9.982081
8.630,3.726350,16.487491,8.646973,4.808188,10.240366
8.640,3.822803,5.283970,8.744595,4.913373,9.762198
8.650,3.920690,3.757958,8.855845,4.999290,11.125024
8.660,4.020007,6.895124,8.951135,5.130590,9.528951
8.670,4.120744,8.063379,9.055323,5.291351,10.418851
8.680,4.222895,3.015879,9.159497,5.347932,10.417366
8.690,4.326449,2.985811,9.269376,5.408371,10.987924
8.700,4.431399,-4.179166,9.383248,5.328215,11.387207
8.710,4.537732,-2.139389,9.488204,5.281720,10.495641
8.720,4.645438,-3.693749,9.608385,5.219988,12.018063
8.730,4.754504,-5.958453,9.724630,5.110339,11.624487
8.740,4.864919,-0.766651,9.826577,5.092707,10.194669
8.750,4.976669,-6.134773,9.929318,4.968843,10.274111
8.760,5.089739,-2.958239,10.048942,4.927534,11.962430
8.770,5.204115,0.175391,10.168195,4.949358,11.925283
8.780,5.319780,0.841737,10.289670,4.986251,12.147487
8.790,5.436719,5.463032,10.413013,5.116663,12.334328
8.800,5.554914,6.849257,10.539632,5.275402,12.661903
8.810,5.674348,9.901361,10.673257,5.498874,13.362495
8.820,5.795002,11.006716,10.791622,5.725028,11.836518
8.830,5.916856,13.230792,10.910691,5.991831,11.906889
8.840,6.039891,11.350728,11.031559,6.217460,12.086837
8.850,6.164086,12.761615,11.164635,6.478757,13.307557
8.860,6.289420,13.567262,11.306486,6.759542,14.185136
8.870,6.415870,12.556274,11.436033,7.002432,12.954621
8.880,6.543414,10.764133,11.550098,7.189450,11.406539
8.890,6.672028,10.157906,11.671603,7.367894,12.150536
8.900,6.801688,7.909647,11.801110,7.505646,12.950691
8.910,6.932370,9.777171,11.933829,7.681140,13.271822
8.920,7.064048,7.147331,12.068725,7.802662,13.489608
